review_time,positive_review,negative_review,problems_solved,rating
"Jun 22, 2017","I use monster everyday for sifting through resumes, searching for candidates, and finding qualified candidates to fill internal positions for my company as well as for my clients.Review collected by and hosted on G2.com.","I like the interface of monster, it is easy to navigate. I also like that I am able to search back candidates who have updated their resume 1 day back, 2 days back, 3 days, etc.. I do not have to go from 1 day to 1 week. I also like the ability to save searches.Review collected by and hosted on G2.com.","I wish that I could note candidates who I have already reviewed and passed on so I don't spend time reviewing candidates day after day. I also wish i had the ability to click on one resume, and then search through and click next from there, rather than having to click back to search results and clicking resumes.Review collected by and hosted on G2.com.",3.5
"Dec 06, 2017",Monster helps me find qualified candidates for a diverse set of jobs I am hiring for.Review collected by and hosted on G2.com.,How many requirements I can add to really help me narrow down my searchReview collected by and hosted on G2.com.,Do not limit resume veiwsReview collected by and hosted on G2.com.,4
"Sep 25, 2017",It allows me to use keywords to find people with certain skillsets.Review collected by and hosted on G2.com.,Using key words to review resumes of candidatesReview collected by and hosted on G2.com.,The candidates that come up are not always current profilesReview collected by and hosted on G2.com.,2.5
"Jul 03, 2017","Monster has helped me find qualified candidates for job opportunities in various parts of the country. I have used this website various times while staffing for very niche roles, especially.Review collected by and hosted on G2.com.",The website is very easy to navigate and there are many different ways to sort through the resumes.Review collected by and hosted on G2.com.,Use this site for recruiting purposes.Review collected by and hosted on G2.com.,4
"Jun 15, 2017","I'm a Sr. Technical Recruiter; my company uses job boards like Monster and its competitors to source talent, post openings, and research the talent market more broadly.  Monster doesn't completely fall on its face, but it also doesn't have a specialty to compare with the competitors.  CareerBuilder and Indeed have huge (broad and deep) numbers of resumes to search.  IT specific boards like Dice or GitHub have more effective/relevant search results.  LinkedIn offers the greatest amount of information per person.  So on and so forth.  Monster is behind all of these companies in these areas.  Have I found someone to place for an opening on Monster? Yes.  But not nearly as many or as easily as with these other options.Review collected by and hosted on G2.com.",Simple interface made it easy to use most of the time.Review collected by and hosted on G2.com.,Look at other options first. Most others will offer better ROI.Review collected by and hosted on G2.com.,2.5
"Jun 15, 2017",Post jobs on Monster to attract great technology candidates across Canada.Review collected by and hosted on G2.com.,Easy to put in place job placements across Canada.Review collected by and hosted on G2.com.,Easy to use but not so good at getting qualified candidates.Review collected by and hosted on G2.com.,3
"Feb 08, 2017","I am a recruiter and we use the Bullhorn Staffing ATS.  Our company takes advantage of the Monster-US integration that Bullhorn offers.  It helps with sourcing and vetting candidates directly within Bullhorn.  There are many great features that the Monster/Bullhorn integration has provided, and very few critiques that I have about it.Review collected by and hosted on G2.com.","I like that Monster gives you the direct contact information for candidates from their monster profile, and not just from their resume.  I also like that it gives the user the ability to track which resumes have already been viewed.Review collected by and hosted on G2.com.","Great tool for sourcing candidates for jobs in all industries.  It is also great for reviewing resumes, finding contact information for clients, and posting jobs.  The integration option for Bullhorn ATS is great and has a lot of great features, but there are a few improvements that I would suggest.  Would definitely recommend using as a recruiter for a recruiting and staffing company.Review collected by and hosted on G2.com.",5
"Jun 14, 2017","Comes in handy for occasional positions; however, I don't find the UI to be very intuitive and I dislike that the resumes open in a pop out tab as opposed to having a flip view like some other job sites.Review collected by and hosted on G2.com.",Lots of good search options! Also has a large user database.Review collected by and hosted on G2.com.,"I would recommend other job boards first, but Monster does have a large resume base and good search functions.Review collected by and hosted on G2.com.",2
"Jun 22, 2017","I use Monster on a daily basis to help me find quality candidates to fill requisitions that range from healthcare to IT. The search features are very user friendly and allow me to target a specific kind of candidate easily. I have noticed that the quality of candidates is very high as well, with close to perfect match.Review collected by and hosted on G2.com.","I feel that the search feature on Monster is very well organized. I have noticed that the advanced search features really help me to narrow down candidates so I can truly reach my target candidates based on practically any measures -- education experience, years of experience, and even location!Review collected by and hosted on G2.com.","Sometimes I come across a ""dud"" candidate. Unfortunately, this is not really something that the tool itself can resolve. Perhaps adding screening features would help us block out ""fake"" candidates.Review collected by and hosted on G2.com.",4.5
"Sep 19, 2017","Monster always helps me finding the right and qualified candidates for the IT staffing needs I have to filled for my customers.  Anything for direct-hire, long-term contract, short-term, and projects.Review collected by and hosted on G2.com.",I enjoy using Monsters because I find skilled candidates for the jobs I'm sourcing/recruiting.Review collected by and hosted on G2.com.,Candidates who don't take down their resumes from the system when they are no longer seeking employment.Review collected by and hosted on G2.com.,4.5
"Jun 15, 2017",Job posting for various junior STEM positions.Review collected by and hosted on G2.com.,"I liked how easy to use the platform was, and that pricing was competitive.Review collected by and hosted on G2.com.","In my experience, despite of being easy to use, it took a while to format the posting until it looked ready.Review collected by and hosted on G2.com.",2.5
"Jun 16, 2017",Wanted to hire CDL/A Drivers - didn't get one application through our paid ad. Very disappointed.Review collected by and hosted on G2.com.,Easy to use & widely known but didn't work for the position we had available.Review collected by and hosted on G2.com.,Monster is good for many positions - just not truck drivers.Review collected by and hosted on G2.com.,2.5
"Apr 13, 2017",I use Monster for recruiting. They have alot of tools to help identify the candidates that are suited to the jobs I need to fill.Review collected by and hosted on G2.com.,I like the user interface. It's easy to use and they have helpful tools to narrow down qualified candidates. I like that they offer an option for an auto response to go out to candidates when they apply for a position.Review collected by and hosted on G2.com.,I'd recommend giving Monster a try. They have a good recruiting product.Review collected by and hosted on G2.com.,3.5
"Jun 21, 2017",Monster helps with high level/skilled recruiting.Review collected by and hosted on G2.com.,It's easy to use and has been around for a very long time.Review collected by and hosted on G2.com.,"We use it for high-skilled positions. I would also suggest buying a few slots, and keep them open for when you need them to save a bit of money.Review collected by and hosted on G2.com.",2
"Jun 15, 2017","As a recruiter I use this service to search and contact candidates. The company I work for also, had posts open job orders on Monster.com as well.Review collected by and hosted on G2.com.","The ""required"" and ""like to have"" options. It narrows down the searches/candidates pool.Review collected by and hosted on G2.com.","If you are idol for 10mins the ""refresh"" button/message pops. Also one can't clarify what a candidates work status is. Many companies are not willing to do visa sponsorship, so one much call a candidate to find this out, rather it being right on the screen.Review collected by and hosted on G2.com.",3.5
"Jan 18, 2017",We use this all the time for recruitment for The Netherlands and it is NOT worth the moneyReview collected by and hosted on G2.com.,What do I like best?  The fact that *IF* I find someone (which is rare) at least I can tell them that I saw their CV on Monster which lends a bit of legitimacy to it.Review collected by and hosted on G2.com.,"Look at other things first, there are MUCH better deals to be had.Review collected by and hosted on G2.com.",1
"Jul 14, 2017",We used Monster as a tool to post positions and search for resumes.Review collected by and hosted on G2.com.,Lots of resume ma including older which are sometimes great passive candidatesReview collected by and hosted on G2.com.,They drive away people by posting scams and letting sales reps bother applicants constantly.Review collected by and hosted on G2.com.,1
"Jun 29, 2017",Easy document upload and posting optionsReview collected by and hosted on G2.com.,"Easy to post job, it flows through seamlesslyReview collected by and hosted on G2.com.",It's not bad but I think there are better recruitment solutions out thereReview collected by and hosted on G2.com.,3.5
"Apr 25, 2017",Our organization posts most open positions on Monster.  They have an excellent customer service team always willing to go the extra mile to ensure your ad will get the most views.Review collected by and hosted on G2.com.,"It is very easy to post positions on their site, review resumes, and contact applicants.  The auto reply letter to applicants is a great feature!Review collected by and hosted on G2.com.",They are a great company to work with.  Very accommodating and willing to put in the extra effort to ensure you are satisfied with their service.Review collected by and hosted on G2.com.,4.5
"Jun 27, 2017",Monster helped me find candidates who were actively seeking for a job.Review collected by and hosted on G2.com.,Monster lets you know when the last time a candidate has updated their resumes.Review collected by and hosted on G2.com.,The candidate search function is not as user friendly.Review collected by and hosted on G2.com.,4
"Jan 25, 2017",I work in recruiting and I post jobs and search for candidates on a daily basis.Review collected by and hosted on G2.com.,Ease of use. Monster is very straight forward and has a great user interface.Review collected by and hosted on G2.com.,Need to attract more candidates with in-depth tech skills. For certain types of candidates I have to go to Dice to get the expertise I need.Review collected by and hosted on G2.com.,5
"Feb 13, 2017",I use Monster to help assist in my candidate search when recruiting on jobs. I use it to post all of my jobs and will sometimes search the resume database for harder to fill roles. I've also used the site to review job trends in the area.Review collected by and hosted on G2.com.,"I like the ability to connect with candidates very easily. Monster also send periodic emails about trends in the industry, tips for hiring, etc. The site is very easy to navigate as well.Review collected by and hosted on G2.com.","For hard to fill/niche roles, this isn't the best place to go. I have more success finding entry-level/mid-level candidates. The database doesn't have the best resumes to choose from.Review collected by and hosted on G2.com.",2.5
"Jan 18, 2017",The site has allowed me to find better and further opportunities within the work force.Review collected by and hosted on G2.com.,I like the versatility and functionality of the site and able to do multiple types of searches regarding employers.Review collected by and hosted on G2.com.,"There isnt much that I dislike, its a great site and resource.  Nothing I can say that is a con.Review collected by and hosted on G2.com.",5
"Jun 08, 2023","Well there are many features on Mosnter used in sourcing a profile , i liked the candidate name search and company name search option . As this is the specific feature which is not present on other job boards.Review collected by and hosted on G2.com.","The message option is quite not user friendly there , if we mail someone from moster and the reply we get is not easy to retrive it should be away with one click . Reply amd mail option are 2 separate options it should be a message for.Review collected by and hosted on G2.com.","the best thing is search a particular candidate with his/her name, for sourcing if i wanna search a particular candidate with the present company i have the option of adding a person name and its company , and his profile is right in front of me if its added on moster. this is reducing my time to seek for updated resume from candidate and directly, I can download it.Review collected by and hosted on G2.com.",4.5
"Jun 09, 2023","I like the UI design, its pure functional. There are two partitions, one shows the general info (candidate's name, location, current title) and the other partition shows the current resume uploaded with the candidate's job preference.  This UI design makes you save time, and you quickly screen candidates and reach the right one in no time.",,"UI is very progressive and functional, which makes finding the right candidate easy and fast.Review collected by and hosted on G2.com.",3
"Jun 05, 2023","Monster gives the best results, and it has a good interface, and it is a user-friendly portal and easy to use, some times as a recruiter, I need some filters to sort the candidates like experience, skills, location etc, and Monster has all these filters to give desired resultsReview collected by and hosted on G2.com.","The only thing I don't like about the monster is that it doesn't have a contact filter like Dice. This is the only one I don't like. Otherwise, everything is perfect.Review collected by and hosted on G2.com.","Monster is a beneficial platform in recruitment to find a good candidate, and it also helps with filters to sort and find desired candidate for any job requirement.Review collected by and hosted on G2.com.",5
"Jun 05, 2023","Monster is a valuable app; whether required to post a job or find a job, it has various filters to choose from and find the better match for a job or job role from the client.Review collected by and hosted on G2.com.",The monster employer website is lacking somewhere with few filters to find a better matching candidate. It also lack with inteli search option and should check upon improving compared to other job boards.Review collected by and hosted on G2.com.,"Monster Employer helps to find various types of candidates available for different roles and nature, and it also helps to preview the candidate on the same side of page and having good filters to refine searching method.Review collected by and hosted on G2.com.",3.5
"Jun 06, 2023",Portal good for Mid Level IT and Non IT requirements. Filters to find US Citizens and Green Card holders which is recently added in Monster looks to be the appealing optionReview collected by and hosted on G2.com.,Getting requirements in few Domain and Areas looks to be disappointing sometimes when we cannot get some good resumes and find it challenging. Although it can be improved in Future.Review collected by and hosted on G2.com.,"Able to get excellent features and Boolean works smoothly, saving a lot of time.Review collected by and hosted on G2.com.",5
"Apr 04, 2023","What I loved most about the Monster Sourcing Tool was the accuracy of its results. It gave me a list of highly qualified candidates who fit the job requirements perfectly, saving me valuable time and effort. Moreover, the tool allowed me to contact candidates directly through the platform, making the recruitment process streamlined and efficient.Review collected by and hosted on G2.com.","One of the most disliked about the monster is the user interface was clunky and confusing, and it took me a long time to figure out how to use the search filters effectively. Another issue I had with the tool was the lack of customisation options. It was frustrating that I couldn't save my search criteria or set up alerts for new candidates that met my requirements.Review collected by and hosted on G2.com.","One of the best features of the Monster Sourcing Tool is its advanced search functionality. With the tool, recruiters can search for candidates based on specific criteria, such as education, experience, skills, and location. Moreover, the tool allows users to refine their search criteria with Boolean search operators and save their search parameters for future use. This feature saves recruiters time and helps them find highly qualified candidates more efficiently.Review collected by and hosted on G2.com.",4.5
"Mar 22, 2023",Monster is by far one of the most widely reached and powerful recruitment tool when it comes to resume sourcing and to find right talent for right job. It has mass audience reach making it a go-to tool for every recruitment need.Review collected by and hosted on G2.com.,"Ever since I started using monster, it has been the same. No changes in UI or User experience or new features make it less preferble.",Monster has been used a tool to source resumes as well as posting jobs which i have and it has been good so far. Overall its a complete ROI with awesome customer support when required.Review collected by and hosted on G2.com.,4.5
"Jun 13, 2023",It is the best Application for resume sourcing.,"It has all filters to get desired results like resume updates, miles, work permits, job titles etc.",It helps to review the profile first before openingReview collected by and hosted on G2.com.,5
"Mar 04, 2023","It is quite useful to have the option of posting several job listings and tracking each one with each applicant. As candidates upload their profiles, it notifies them and offers good screening questions.  It's incredibly simple to paste job keywords into the smart search option.   Sorting comparable profiles is quick and easy. The filter does a great job of showing candidates who have been laid off.Review collected by and hosted on G2.com.","We occasionally get applications or people who aren't qualified, thus we need to incorporate AI. A small number of false profiles can be found in its applicant database.Review collected by and hosted on G2.com.","I've been capable of looking into a lot of candidates because of it. By using several geographic regions and job categories, its filters help locate competent candidates. It's a fantastic platform for everyone who is seeking a job change as well as for employers.Review collected by and hosted on G2.com.",4.5
"May 23, 2023",It has a very large database and also very excellent job board for people working on Non -IT or Engineering requirements or searching to fill Engineering roles.Review collected by and hosted on G2.com.,"when it is integrated with Ceipal or Job diva , then sometimes profiles dont get updatedReview collected by and hosted on G2.com.",they are constantly working towards to  increase their database of candidatesReview collected by and hosted on G2.com.,5
"Mar 02, 2023","Finding resumes for nurses, the healthcare industry, etc., on Monster is very useful. Its algorithm is excellent at showing laid-off candidates who are affected by COVID. You can search for candidates based on how recently they were engaged. We can also advertise positions there.Review collected by and hosted on G2.com.","The very small candidate pool for industry-specific inquiries is the only drawback to using Monster. Engineering & IT require no introduction, but Monster lags behind when it comes to Non-IT or Niche Needs. should continue to concentrate on needs unique to the industry.Review collected by and hosted on G2.com.","The greatest solution to my recruitment issues is provided by Monster. Using Monster helps me find prospects and source resumes, among other things. My ability to locate or source applications for my needs has improved.Review collected by and hosted on G2.com.",4.5
"Feb 27, 2023","UI, the website is colorful and appealing to the eyeReview collected by and hosted on G2.com.","The selcetion in overall years of experience on a candidate. You can put on skills specific but not on overall including other stacks. Also, they have more candidate resume without details such as phone and emailReview collected by and hosted on G2.com.",sourcing candidates at last optionReview collected by and hosted on G2.com.,3.5
"Mar 31, 2023",Monster is very user-friendly and one of the best job portal recruiters can use to find the best talentReview collected by and hosted on G2.com.,"nothing at all. everything about is too good, So there is nothing I do not like about themReview collected by and hosted on G2.com.",Monster is very user-friendly and saves a lot of time while looking for the best talent in the market. they have many filters to modify the boolean string which gives you the exact results.Review collected by and hosted on G2.com.,5
"Jun 20, 2023",It's very helpful in searching good resource and saves lots of timeReview collected by and hosted on G2.com.,Sometimes there are no resume at given profileReview collected by and hosted on G2.com.,"It gives high-valued Candidates, saving time and accurate profiles.Review collected by and hosted on G2.com.",5
"Sep 30, 2022","Effective with alerts on getting application for open position. Easy to search and contact candidates . Similar profiles can be sorted easily and effectively. Location of the candidate, approximate distance for job location are added advantage for selection. Easy to get activity status of the candidate. Good filters to screen candidates.Review collected by and hosted on G2.com.","Bad user interface. Lots of candidates with outdated and less active profiles. Costly plans keeps recruiter away. Filters are good but not that effective. After selecting a candidate, similar profiles are not shown always, if such an effective feature is there, recruiter can easly switch  to other profiles.Review collected by and hosted on G2.com.","For the recruitment purpose and sorting of candidates , monster provide me vast number of profiles. And can contact candidates easly. But there are things to be done in order to make the monster a real powerful monster.Review collected by and hosted on G2.com.",4.5
"Sep 28, 2022","Monster is very helpful to find resumes for healthcare department, nurses etc. It's filter that shows laid off candidate who are impacted by covid is superb. You can see find candidate according to freshness, when last they are active. We can post jobs there too.Review collected by and hosted on G2.com.","Sometimes get irrelevant candidates or resumes, need to add AI, so that we'll get best suited profiles only.Review collected by and hosted on G2.com.","As a recruiter monster helps me alot to find candidates, posting jobs etc. It provides us a lot of filters to provide appropriate candidate. On job posting majorly find perfect candidate.Review collected by and hosted on G2.com.",4.5
"Aug 05, 2022",I like the feature that I can source candidates based on location and industry. It has various filters which are helpful to source the right candidates. It shows candidates who have updated their resumes recently. It is user-friendly and allows keyword search.Review collected by and hosted on G2.com.,"In terms of features and filters, it is good to use. But in terms of the candidate's database, it has limited candidates. I was sourcing for an SFMC developer but there was no candidate for this position.Review collected by and hosted on G2.com.","Mostly, I use it for candidates' sourcing purposes. Its filters help to source quality candidates based on different locations and employment types, a candidate is looking for a full-time or part-time opportunity.Review collected by and hosted on G2.com.",4
"Jun 22, 2022","One of the most useful tool in the Recruitment Industry. Reliable & User-friendly and most important ""light on pockets"". It is the most trusted recruitment tool in the industry to cater your niche requirements need. Easy to understand and use need no special training to work on this.Review collected by and hosted on G2.com.","The only Cons of using Monster is that Pool of candidates is very less when it comes to industry-specific searches. IT & Engineering needs no introduction but when it comes to Non-IT or Niche Requirements, Monster lacks behind. Should keep a focus on Industry-Specific Needs as well.Review collected by and hosted on G2.com.","My Recruitment problem are served best through Monster. Reaching candidates, and sourcing resumes are a few of the reasons i use Monster. It has increased my productivity in finding or sourcing resumes as per my need.Review collected by and hosted on G2.com.",4.5
"Jun 29, 2022",The Feature which I like most is that it is very easy to post jobs on their platform. The job posting is very efficient and it provides alerts when applicants submit for open positions. The applicants that we get from this platform are easy for faster sorting and selections.Review collected by and hosted on G2.com.,"It has good filters to source resumes but it does not efficiently filter to sort resumes based on their projects or domain experience. Also, we can not search for how many hours students are allowed to work while studying. These are the only cons this platform has.Review collected by and hosted on G2.com.",It is the best portal to find the right candidates for job openings as it has a great range of candidates actively looking for work. It makes the response rate much better than other job portals. It helps me source candidates for different locations for a full-time or part-time opportunity.Review collected by and hosted on G2.com.,4
"Aug 31, 2022","This tool had some good features previously but after constant updates and changes, it has become very senseless and unethical. There is nothing new and special in this tool anymore.Review collected by and hosted on G2.com.","The dashboard and UI are not a little bit messier than before. Also, the pricing does not match with its features and the database they provide. The database does not have much quality resumes especially in the big IT profiles and non-IT as well.Review collected by and hosted on G2.com.","After initiating this tool, our organization does not seem to have a great benefit from using this platform. This does not provide the quality of the talent with the matched skills. Also, the customer service is not that good.Review collected by and hosted on G2.com.",1.5
"Apr 21, 2022",The best thing is in the power search where you can search the candidate within a specific location and it also shows how far the candidate's location is from the zip code or area code you put while searching for the location.Review collected by and hosted on G2.com.,"It is quite costly for resume view or if post job  if to be purchased by the small eneterprise and in classic search, you can not mention the specific years of experience required as it shows all the candidates with there respective experience and its tricky to find the number of experience you are lookingReview collected by and hosted on G2.com.",It helps to meet the suitable candidate for the job required at that time also in the specific locations and its very easy on the eyes to search and understand it for a person who new to monsterReview collected by and hosted on G2.com.,4
"May 25, 2022","Here, we can see the candidate profile and according to that, we can match up the sills and JD. We can track the activity of applicants over the portal. Also, managing the search criteria and filters is easier and can be arranged creatively. The database is good, especially for the IT profiles. The dashboard and UI are appealing. We can post jobs directly on the job board and can also advertise the job posts to reach more widely.Review collected by and hosted on G2.com.","It shows the same kind of results whenever we try some related profiles with our previous searches. The algorithm must work differently and bring up the candidates whom we haven't contacted yet. Also, the cost is a little high and needs to be reviewed as per their service.Review collected by and hosted on G2.com.",Our organization mainly deals in the majority of IT profiles and for that we use Monster as one of the portals to close the job profiles. It has a good database with updated and active profiles. The candidates are genuine and skilled. It helps me to find the right candidate for the right job. It is my helping handing recruitment and works really well.Review collected by and hosted on G2.com.,4
"May 13, 2022",It is one of the best tool to source good quality applicants for all sorts of jobs. It has various filters to source good applicants to close open positions. It is easy to use and has a user-friendly interface. It is quite fast which is important for fast-paced recruiters.Review collected by and hosted on G2.com.,There are some areas to improve like it needs to improve its data redundancy aspects as there are multiple resumes with the same email address. It also needs to improve its resume search filters and it also lacks non-software resumes. Except that there is nothing to dislike.Review collected by and hosted on G2.com.,"My experience is good with it as it helps me to close many technical positions like Python developer, Full Stack developer, Android developer, etc. I use it daily to source applicants as it has good filters and good quality resumes.Review collected by and hosted on G2.com.",4.5
"Jun 25, 2022","It provides both keyword and advanced search. It has good candidates database with updated resumes. Its search algorithm is sound and sources the suitable candidates' resumes.  It has lots of filters like location, skills, qualifications, etc.Review collected by and hosted on G2.com.","There are multiple resumes with the same email address. When there are multiple logins at a time, it creates an issue and did not provide relevant resumes. It is a little bit pricey.Review collected by and hosted on G2.com.",It helps me close many open positions so my experience is good with this tool. It provides good quality resumes for locations which I am looking for. It also allows me to manage search criteria and helps me to track a candidate's status.Review collected by and hosted on G2.com.,4
"Mar 18, 2022","The most highlighting feature is that it shortlist the candidates based upon the job description or the compulsory criteria that we have set up on our job post or the search bar. The AI of this platform is quite appealing and powerful. It works proficiently with the demand of the user. The database is updated with the profile and resumes of the candidates. Basically, it is the best platform for technical profiles. Here, we can search the resumes from a database or can port jobs with the skills or other details.Review collected by and hosted on G2.com.","The cost to post the jobs other than the subscription plan or the resume-view from the database is much more costly. The subscription plans need to be more flexible and less costly. So that, a small enterprise can also use the extensive features of this platform.Review collected by and hosted on G2.com.","As a working professional in a staffing industry-based organization. It is our primary role to shortlist the best candidates for the profile that is open and needs to be closed to the earliest. For this purpose, especially for IT roles, we prefer Monster as it is the best platform and our first preference. I am totally happy with the performance and my experience with this tool.Review collected by and hosted on G2.com.",3.5
