review_time,positive_review,negative_review,problems_solved,rating
"Jun 14, 2017",I had been laid off and started using LinkedIn Job Search to find and apply for jobs within my skill set in my surrounding area.Review collected by and hosted on G2.com.,It's easy to search for positions and apply via LinkedIn.Review collected by and hosted on G2.com.,The lack of follow through from companies after application.Review collected by and hosted on G2.com.,3.5
"Mar 28, 2017",Linkedin is an amazing resource just have to be creative to work with the system. Make sure you update your profile daly to be noticed.Review collected by and hosted on G2.com.,"The quick way of applying for jobs, its completely seamless which is great.Review collected by and hosted on G2.com.",This is a good starting point to looking for what jobs are availableReview collected by and hosted on G2.com.,4.5
"Mar 14, 2017",LinkedIn has been a great tool for networking and keeping in touch with others in my field.Review collected by and hosted on G2.com.,Every now and then I am contacted by a recruiter at times when I'm not actively searching and that is a good feeling.  It's a very user friendly tool for candidates and recruiters alike.Review collected by and hosted on G2.com.,It is super easy to use.Review collected by and hosted on G2.com.,5
"Jan 18, 2017",I use LinkedIn for all my positions.  I find that LinkedIn has a great talent pool and is even better for hard to fill positions.Review collected by and hosted on G2.com.,I like that you can search based on certain characteristics you are looking for and find good quality people.Review collected by and hosted on G2.com.,Its a little cumbersome in some spots. I would like the messaging to be a little easier.Review collected by and hosted on G2.com.,4.5
"Jan 18, 2017",The provider gives me additional information about candidates and better understand who I am working with as well.Review collected by and hosted on G2.com.,The thoroughness of information available on the site as well as the ability to connect with these potential candidates so they can also see who you are.Review collected by and hosted on G2.com.,"There isnt anything that I can say I dislike about the provider itself.  Sometimes candidates dont have an account or they dont fully fill out their acct, making it difficult to connect.  But that's not the providers issue.Review collected by and hosted on G2.com.",5
"Apr 25, 2017",Job search to help me find roles that match candidates needs. Search doesn't seem to provide search within JD. Would really like if you could include that.Review collected by and hosted on G2.com.,Sending jobs to me that fit my personal profile.Review collected by and hosted on G2.com.,Not being able to search within Job Descriptions.Review collected by and hosted on G2.com.,2
"Jan 18, 2017",LinekdIn Job Search helped me instrumentally during my personal job search. It has been great using the product because it is very user-intuitive.Review collected by and hosted on G2.com.,It's very user-friendly. You can seamlessly search keywords and relevant opportunities will show up.Review collected by and hosted on G2.com.,Apply to as many jobs as possible to increase your results of feedback from hiring managers!Review collected by and hosted on G2.com.,4.5
"Dec 15, 2016",I like to use LinkedIn for prospecting and viewing job titles and such...Review collected by and hosted on G2.com.,I dislike that there aren't always visible ways to get a hold of contacts found on LinkedInReview collected by and hosted on G2.com.,Get to know the product before beginning with itReview collected by and hosted on G2.com.,4
"Mar 29, 2017",LinkedIn helps me source reliable and talented candidates in an ever changing environment.Review collected by and hosted on G2.com.,LinkedIn is easy to use and the reporting tools can track various metrics.Review collected by and hosted on G2.com.,highly recommendedReview collected by and hosted on G2.com.,3
"Sep 03, 2021","It was easy to look for suitable jobs to your skills, educational attainment, and past work experience. Easy to access and look for employers and companies that you can apply. You can look based on the salary that you want as well.Review collected by and hosted on G2.com.",I think it's perfect on its own. I can't complain about anything.Review collected by and hosted on G2.com.,"Well, of course, it solves the problem of looking for a job or an employee. You can quickly check the skills if the work is suitable to you or suitable for the position you are looking for. It also solves the problem of hiring people safely since we have a pandemic right now. We can quickly check companies if they are looking for employees or not. Same with the employers or recruiters that can check applicants through their application that sent online.Review collected by and hosted on G2.com.",5
"Aug 04, 2021","1. You can search for jobs according to the area, city, your profile.",2. you can easily see all jobs you have applied for in the past few months in my item section.,1. Salary insight is very great it helps us to understand salary position and city wise.Review collected by and hosted on G2.com.,5
"Aug 04, 2021","LinkedIn is one of the best professional social media platforms where everyone can connect as per their profession. LinkedIn job search enables the candidate to search for a job as per their education, skills, certificate, and knowledge. It has many filters which helps you get the correct position like job wise/ designation wise, level-wise, salary-wise, skill-wise, city wise, state and country-wise, then if the candidate has a specific company that they want to join there through company page also candidate can select the job even it gives you the option of saving later and apply. easy apply like upload your resume and apply for as many jobs you want even you can share your LinkedIn profile as a resume/ CV also there is an option which takes the candidate to the company carrier page from there also candidate can apply for a job.",,"Not just me, every person is looking for a job. LinkedIn job search solves their problem to search for the right job as per the need for salary, designation, location, company, and many more.Review collected by and hosted on G2.com.",5
"Sep 16, 2021","You can find thousands of jobs which suit you, filter them, get the reviews from people and finally pick your dream job from them.",Linkedin community always helps me to learn new things and what's happening in the industry.,Linkedin has shown me wider opportunities in the industry and I got employed with the help of Linkedin. I believe It's a significant source of talent hunt for more prominent companies like the one I work at.Review collected by and hosted on G2.com.,5
"Sep 24, 2021","LinkedIn is a reliable platform where you can find job posting from genuine companies. It also helps you ease the process of application with the easy apply option. You can hunt for job according to your skills, location, title and get a lot of results.Review collected by and hosted on G2.com.",LinkedIn job search is a versatile tool with a lot of scope. There is nothing to dislike about the platform.Review collected by and hosted on G2.com.,"LinkedIn Job search helps me find jobs according to my experience, skill set, and location. I can understand the kind of jobs available in the industry and make decisions accordingly.Review collected by and hosted on G2.com.",4.5
"Nov 15, 2021","Ease of use, the amount of available offers, integration with the social network increases your exposure,In addition to the additional services, the premium option is wonderful, as is the learning section.Review collected by and hosted on G2.com.","so far everything has worked wonderfully, maybe improve the instant messaging interface a bitReview collected by and hosted on G2.com.","LinkedIn Job Search has allowed me to see the current offers in the area in which I operate, which is software development, to make a comparison and realize that I was charging very little for the responsibility that I had, so the tool has served me to look for my next jobReview collected by and hosted on G2.com.",5
"Jan 20, 2022",It is one of the most professional social media marketplaces. It is free to use. The job search is really easy over Linkedln.  It gives us a perfect match as per our LinkedIn profile. We can directly interact with recruiters.Review collected by and hosted on G2.com.,It is hard to track the job application over Linkedln. It is time consuming and takes some effort. Sometimes it shows unexpected errors while applying for the job.Review collected by and hosted on G2.com.,It helped me to search job according to my qualification and skills. It provides better visibility and understanding of where I stand in the competition. It offers on-time notifications according to the desired job.Review collected by and hosted on G2.com.,4.5
"Nov 14, 2021",LinkedIn  is just an  awesome  in job search  and connect the professional  experts in every field  of life. I like most its freelance  feature  introduced  nowadays.Review collected by and hosted on G2.com.,I haven't  found any mishaps  in this amazing  app. But it should  be great if its added a  system  of payment  and currency  along with freelance  feature. It will be great.Review collected by and hosted on G2.com.,It's also an online  courses freely available to enhance your skills.Review collected by and hosted on G2.com.,5
"Oct 09, 2021","Linkedin job search has many great features as it gives you the best recommendations on the basis of your preference and your job profile. It will give you in the mail as well as in-app notifications for job openings. The best thing I like about this app is it will also suggest to you the companies and roles for which they are actively hiring. Also, I can get notification emails that show you the list of people in your contact who work in the same company in which you have applied for the job so that you can ask for recommendations for the same. It has all the essential features of a job search app.Review collected by and hosted on G2.com.",It lacks some features that add more value to a job search platform but they are working in the right direction and it is a best-suited and recommended app for your job search. Even it helped me a lot.Review collected by and hosted on G2.com.,"Obviously, it helped me a lot in finding a correct role for me in a good company that is aligned with my skill set and my preference.Review collected by and hosted on G2.com.",4
"Nov 26, 2021",It's one of the best platforms to connect with HR recruiters and search for jobs.,,"It's solving my main problem of searching for a job while sitting at home instead of going to companies to ask for vacancies and it's making me connected with a lot of good people, especially recruiters.Review collected by and hosted on G2.com.",5
"Jul 19, 2021","I love that I can see a preview of the position along with the company logo while I search. Furthermore, It is very convenient that you can filter per country and city, because this way you can search for a job opportunity in another state/country, without the classic web search limitations. I find it also helps that you can turn notifications on for new jobs. However, the highlight of the functionality is the possibility to see how much you can match with the job criteria, adding an extra confidence boost before applying.",,"Furthermore, if the field for salary range is added and is visible, then maybe the Gender Wage Gap (salary inequality) could be pushed to a limitation.Review collected by and hosted on G2.com.",5
"Jul 19, 2022","Linkedin is a non stop of possibilities to not only search for jobs, but potential workers as wellReview collected by and hosted on G2.com.",I think that it's starting to be really limited if you don't pay premium. ChillReview collected by and hosted on G2.com.,"Finding good offers, understanding the market in an area, etcReview collected by and hosted on G2.com.",5
"Dec 20, 2021","What I like best about LinkedIn is how useful it is. Whenever I am looking for jobs, Linkedin is one of the first sites I go to. I recommend it to anyone searching for employment, no matter the type of employment.Review collected by and hosted on G2.com.","Something I dislike about LinkedIn job search is that when looking for jobs with the filter 'entry level' a lot of times the job postings are not in fact entry-level, and require 1-3 years of experience to apply. I wish entry-level really meant entry-level. I am not sure if that has in part to do with the company's posting or LinkedIn itself.Review collected by and hosted on G2.com.","I like that you can save job postings. for example, there are some job postings I ""saved"" and will look back into if I ever need a job in the future. I also like how many filter options they have with their job search.Review collected by and hosted on G2.com.",5
"Jul 13, 2021","Linkedin Job search is beneficial for someone who is in the process of switching. It is effortless to use. One can find a large number of jobs posted on LinkedIn job search matching their skills and their experience. One can upload the resume on the portal and can directly apply to jobs by attaching the resume. It allows a person to send emails to the recruiter while applying for the job, which is an outstanding feature of the Linkedin job search.Review collected by and hosted on G2.com.",The only thing I dislike about the Linkedin Job search is that it has less number of jobs posted on it in comparison to other job portals. One should not be entirely dependent on a Linkedin job search for a hunting job. They should keep track of different job portals as well.Review collected by and hosted on G2.com.,"Problems that I am solving using LinkedIn job search are that I use it whenever I have to switch. There is a large number of jobs available on Linkedin Job search, which matches my skills and my experience. Hence, making it very easy for me to find the correct position. It also helps me make connections with the recruiter, which can be very helpful to me in the future. It also helps me learn about the company's demand that they publish in their job description hence making me prepared for my future job switches.Review collected by and hosted on G2.com.",4.5
"Nov 17, 2021",What I like the most about LinkedIn jobs is that it provides job posts for all the fields and industries that one is looking for. Companies post the jobs that apply and for individuals to explore job opportunities in their desired industries.Review collected by and hosted on G2.com.,There is absolutely nothing I do not like about LinkedIn jobsReview collected by and hosted on G2.com.,"LinkedIn jobs have helped me and my organization find clients for our sales consulting services. If a company is looking for Business Development Reps and they post it on LinkedIn jobs, we approach the company and provide them our BDR services at a reasonable price. It also helped me as an individual to find the job I have now and prepare for the job, asses my skills and prepare for the interview.Review collected by and hosted on G2.com.",5
"Aug 28, 2021",The opportunity LinkedIn Job Search brings to everyone should be very much appreciated!,"I landed at least nine part-time (freelance) jobs just within the last two years. And, that too by not exactly ""Actively Looking"".Review collected by and hosted on G2.com.","It's time-consuming and you can always miss the one that was perfect for you. Where on LinkedIn Job Search you can search via Keyword, Company, Seniority, etc.Review collected by and hosted on G2.com.",5
"Oct 04, 2021","LinkedIn is an excellent professional platform. It helps you connect with like-minded people. You can search for jobs based on location preference as well as job title/skills. It yields relevant results, and you can apply to your preferred jobs easily.Review collected by and hosted on G2.com.",I love the LinkedIn Platform. There is nothing to dislike.Review collected by and hosted on G2.com.,"LinkedIn helps me search for jobs and stay updated with current openings in the industry. As a recruiter, I also use job search to find out if others are hiring for the same job and how many applicants have applied for that job.Review collected by and hosted on G2.com.",4.5
"Dec 21, 2021","It's really easy to find a job, especially a newcomer through this platform. LinkedIn jobs use an algorithm that customised your job opportunities in accordance with your needs. This saves one a lot of effort, especially for a non-tech-friendly person.Review collected by and hosted on G2.com.","No complaints. So far, there have been no glitches or issues that are bothersome for a customer.Review collected by and hosted on G2.com.",The effort of searching for a job that fits my needs.Review collected by and hosted on G2.com.,5
"Sep 13, 2021",It's an amazing software with job applications which is easy to do.,Excellent for onboarding.,Convinient to connect with employees and other professionals sharing the same proffession.Review collected by and hosted on G2.com.,4.5
"Jul 08, 2021","With the current market, you need a one-stop tool that allows you to looks for available jobs in the market. Linkedin is one of them you create your profile, look for a job create an alert and you keep getting notifications as soon as job is posted from the company. With job search you are also able to get hold hiring managers with whom you can connect and find out other possible options within the organization.",,Another issue is the high price not everyone can pay the premium price for users who wants to use premium services looks for #plusonepledge other user keep posting they are giving away free subscription for 2 - 6 months use it .Review collected by and hosted on G2.com.,5
"Dec 07, 2021","job search,This career portal help jobseekers in finding the jobs of their own choice, while providing a unique platform for employers to advertise different career opportunities available in their organization and receive resumes from the potential candidates online.Review collected by and hosted on G2.com.","premium service, Presently, thousands of jobs are available undersection jobs in Karachi and jobs in Lahore area in Top Private Sectors like IT, Marketing, Retail, Insurance, Media, Journalism, Finance, Advertising, Manufacturing, Construction and moreReview collected by and hosted on G2.com.",This job portal is one of them which have plenty of job especially jobs situated Pakistan. They are keeping data base of employer and employees and amicable them. Moreover it is also providing free services like social connecting of jobseeker.Review collected by and hosted on G2.com.,1.5
"Jan 18, 2022",It's the best platform to find out the relevant Job searches in all categories. One can easily distinguish between the multiple openings. This can help people to track their needs.Review collected by and hosted on G2.com.,The interface should be more private and user-friendly. They can increase the criteria of the searching process along with giving suitable options to the candidate.Review collected by and hosted on G2.com.,"Finding best talent for my client as I am working as an HR Recruiter. We can filter the results as per our own choice. However, it takes time yet more effective in many ways.Review collected by and hosted on G2.com.",4.5
"Dec 01, 2021","LinkedIn Job Search is amazing - I find that compared to using Indeed, there's so much more job postings. It's great because it also shows you how  many connections that you have work at the company you are looking at to apply to.Review collected by and hosted on G2.com.","I dislike how salaries are often not posted - but that doesn't really have anything to do with LinkedIn Job Search, just the employers.",There are so many benefits to using LinkedIn Job Search - finding a job has never been easier since using this. There's so much detail for each job posting - and it's really helpful that LinkedIn suggests jobs based on your current role and search history.Review collected by and hosted on G2.com.,3
"Jan 11, 2022",Its a portal where you can connect to professionals worldwide and better understand today's demand in the market. It also provides good profiles for our customers to fill the positions.Review collected by and hosted on G2.com.,its good to connect with people and search your job the way you like.Its chat messenger is excellent. They can improve there user interface to a more people-friendly platfromReview collected by and hosted on G2.com.,"It helps me to search profiles and connect with people. It also helps me to post the job, and people who need they can apply directly . It has excellent pool of candidatesReview collected by and hosted on G2.com.",4.5
"Jul 01, 2021","The way LinkedIn has bifurcated the Industry, job type, function, department, and role, the level of filtration helps the candidate to search for the right job according to his/ her expectation and industry.Review collected by and hosted on G2.com.","LinkedIn job search is similar in one feature that it allows consultancy to post the job for their respective clients similarly as Naukri, shine and any other job portalReview collected by and hosted on G2.com.","Finding a good job is really a difficult task for every professional, everyone look for a good opportunity and wants to switch from one job to another after a dedicated period of time in one company, LinkedIn job search helps the candidate to look for jobs according to Industry type, job type, function, department and role, the candidate to search for the right job according to his/ her expectation and industry. also if the candidate's LinkedIn profile is updated with all the skills and achievement then LinkedIn Job gives a set ahead search and gives result which matches the candidates profileReview collected by and hosted on G2.com.",5
"Feb 08, 2023",- the algorithm adapts quickly to my job searches; I found my first internship with Estee Lauder Companies over a LinkedIn job search- and this was just a few days after continuously searching for keywords like 'marketing' and 'internship.',,"- it also helps me save additonal time with direct apply for some companies which allows me to not waste time over filling out application forms , rather LinkedIn does it automaticallyReview collected by and hosted on G2.com.",5
"Feb 07, 2023","As student, I appreciate the vast professional network and job listings from top companies on LinkedIn Job Search. The platform's search filters allow me to easily find job opportunities that match my skills and experience, and its integration with my LinkedIn profile makes it convenient to apply for jobs and stay connected with my professional network. The ability to research companies and see connections to potential employers also adds valuable insights during my job search.Review collected by and hosted on G2.com.","I find that the sheer number of job listings on LinkedIn Job Search can be overwhelming at times. The platform can also be competitive, with many qualified candidates applying for the same job opportunities. Additionally, some users have expressed frustration with the platform's limited options for customizing job search preferences and the frequency of irrelevant job recommendations. Despite these drawbacks, LinkedIn Job Search remains a valuable resource for job seekers due to its large network and access to job listings from top companies.Review collected by and hosted on G2.com.","As a student, I find LinkedIn Job Search to be a valuable resource for finding internships. The platform's vast professional network and access to job listings from top companies make it easy for me to discover internship opportunities that align with my career goals and areas of study. The ability to research companies and see connections to potential employers gives me valuable insights into the workplace culture and potential mentors. Additionally, by building my professional network and staying active on the platform, I can stay informed about industry trends and opportunities, and potentially connect with individuals who can offer guidance and support as I pursue my career. Overall, LinkedIn Job Search is a valuable tool for me as a student looking for internships and starting my career.Review collected by and hosted on G2.com.",5
"Jan 30, 2023","LinkedIn Job Search is an extensive broad-level platform to help an individual hunt for jobs, it provides amazing features like job alerts, and options to save your preferred kind of jobs. One of the best features which I love is the feature to filter your job hunts according to your prefernance wheather its a offline or an work from jobs. It also helps you hunt freelancing jobs globally.Review collected by and hosted on G2.com.",I have no dislikes for this platform as it really helps job seekers connecting with relevant and genuine hiring managers. Its by far the best job hunting platform offered by LinkedIn.Review collected by and hosted on G2.com.,5. Helps you connect with Hiring managers.Review collected by and hosted on G2.com.,5
"Feb 03, 2023","In LinkedIn we have lot of uses for searching the job and filtering the preferred locations by using the filters,we can find the better jobs relatedness to our profile.By search related jobs will be get profile alerts ⚠️ is useful to the employees. In this we can find lots of jobs related  to our profile with our skills .we can connect the people very for getting job opportunities.Review collected by and hosted on G2.com.","While we are using help and support it takes more time to take reaction. And it takes all our data. Sometimes the server is very slow when we can connect with new people ,the we click on the that connect button but it is not enabled to the server issues.Review collected by and hosted on G2.com.","Our profile is not reached to the new people related to the hiring people,and while hiring the candidates but it takes time and later told there is no opportunity.Review collected by and hosted on G2.com.",5
"May 21, 2023",I can easily find jobs that suits on my ability and my experience. Keep me updated on what are the new Jobs regarding on my Experience via Email. Thanks for this LinkedIn Keep it upReview collected by and hosted on G2.com.,As of this moment i have 1 thing that dislike in this app. Whenever I update my Resume it fails but i think i forget something to do. But overall this apps is one of the best Job Search app.Review collected by and hosted on G2.com.,As I mentioned earlier 1 thing that im not happy is when I update my Resume/CV on the app it doesn't appear on the Resume field. I think i forget something to do but overall it's a good apps that helps me find my desire job that fits on my ability. Thank you LinkedInReview collected by and hosted on G2.com.,5
"Apr 08, 2023","LinkedIn helped me in searching for jobs by industry, location, keywords, and also other criterias. As a product manager in the a automotive industry I use LinkedIn job search to find new job opportunities that can match my skills and experience.Review collected by and hosted on G2.com.","LinkedIn is primarily a professional networking site, and it does not attract as many job seekers in our car detailing industry compared to more specialized job search platforms. This limits the pool of candidates available to our company.Review collected by and hosted on G2.com.",This is one of the best platform that helps an organization as well as candidates who are interested in applying for a new job to get a platform for interacting with each other.Review collected by and hosted on G2.com.,4.5
"May 22, 2023","It is valuable because it lets you know what companies are looking for. Also useful because it shares how many people have applied, giving you an understanding of how many others you are competing with.Review collected by and hosted on G2.com.","They throw "" the kitchen sink"" at you and share positions that are not exactly a match, so you must carefully analyze if applying is worth the effort. Additionally, occasionally a position is advertised but not available where you live.Review collected by and hosted on G2.com.",It looks for you to try to match your skills with various employers.Review collected by and hosted on G2.com.,4
"Mar 26, 2023","There are a few features of LinkedIn Job Search that I adore as someone who uses it to look for jobs.  In the first place, LinkedIn Job Search contains a big database of employment opportunities. With LinkedIn Job Search, there's a strong chance you'll find something that matches your talents and interests, whether you're looking for entry-level jobs or senior-level executive employment.",,"Lastly, LinkedIn Job Search gives me useful information about the labour market. I can see which organisations are hiring, which talents are in demand, and which job titles are popular. I may use this knowledge to stay current on the labor market and adjust my job hunt accordingly.Review collected by and hosted on G2.com.",5
"Feb 24, 2023","The ability to use your LinkedIn profile to apply for employment, which has improved my chances of being seen by employers.","I have made better selections about job prospects by using features like pay data, company evaluations, and interview suggestions.Review collected by and hosted on G2.com.","Now also, to find new jobs i search regularly search on LinkedIn Job Search.Review collected by and hosted on G2.com.",4.5
"Jun 23, 2023",Likedin job search is the only one place that we can go and search for genuine jobs. And the job listing is really good. After applying for a job through this the followup of the same is actually good.Review collected by and hosted on G2.com.,Sometimes the job listing maybe out dated information. The job were listed about 30 days ago. Sometimes fake job listing is also seen in the linkedin job search.Review collected by and hosted on G2.com.,If we want to hire employees for a particular role there is no better place than linkedin job search. We just have to the listing there and candidtes will apply with their resume.Review collected by and hosted on G2.com.,5
"May 04, 2023",Linkedin is used to find the best candidates. Easy to find contacts. Very easy to use. User friendly. More filter options are there. Easy to access. It is helpful for professional Recruiters and sourcers.Review collected by and hosted on G2.com.,Sometimes it takes more time to load candidates. It doesn't have filters with visa status.A LinkedIn profile can be used to research companies. easy to connect with more professionals.Review collected by and hosted on G2.com.,"Seeking a challenging position in a reputable organization to expand and utilize my learning, skills and knowledge. Job posting with LinkedIn is straightforward.Review collected by and hosted on G2.com.",5
"Mar 11, 2023",LinkedIn Pursuit of employment is a device that permit client to rapidly secure position open doors with area based search and get programmed suggestions and notices in light of pursuits of employment.Review collected by and hosted on G2.com.,"I loathe the way that LinkedIn quest for new employment can overpower, as it is frequently loaded up with occupations of numerous types and levels Moreover numerous employeers post indistinguishable situations on various destinations numerous LinkedIn work postings are obsolete or terminated posting which can be disappointing subsequent to applying and getting no reactionReview collected by and hosted on G2.com.","Linkedin pursuit of employment is tackling the issue of associating businesses and representatives it is helping position searchers to secure positions rapidly by interfacing them to organizations it likewise assists managers with tracking down gifted experts in a simple and advantageous manner. The advantage it gives to work searchers is expanded productivity in the pursuit of employment process since they can secure positions effectively, go after positions all the more rapidly, and even get alarms about new position postingsReview collected by and hosted on G2.com.",5
"Feb 20, 2023","LinkedIn Job Search is the best platform for job seekers and has an easy way to search for jobs. It is a trusted research source, and you can directly apply for job roles using this application. It can send automatic notifications based on our job profile.Review collected by and hosted on G2.com.","I did not have many dislikes about this application, but I am getting job notifications only from specific locations. Apart from this, LinkedIn Job Search is doing a great job.Review collected by and hosted on G2.com.","I completed my studies two years ago and struggled a lot to get a job. But after completing my job search profile, I got well-recommended job roles that are part of my goals. It benefited a lot for many students to get a good job.Review collected by and hosted on G2.com.",4.5
"Feb 24, 2023","LinkedIn Job Search allows customizing our job search based on job title, location, and company.  This makes finding job openings that match our skills and preferences easier, and it has an excellent job network.Review collected by and hosted on G2.com.","I have some dislikes about this platform, like the limited number of job postings and outdated job listings. Apart from this, LinkedIn Job Search is doing a great job.Review collected by and hosted on G2.com.","LinkedIn Job Search helped me with what job roles and hiring processes are in the present company's needs. I benefited from this platform by getting into my dream company, and it fulfilled my dreams. I am thankful to this platform for all it did for me, and many people benefit a lot from this organization.Review collected by and hosted on G2.com.",4.5
"Jun 23, 2023","You can personalize your job alerts. Easy apply is the easiest way to submit application.  You are also able to send cold emails to potential recruiters and above all, you can head hunt better in LinkedInReview collected by and hosted on G2.com.","Sometimes old Ads pop up as new job ads. Also, sometimes you get alerts that come more than 24hours laterReview collected by and hosted on G2.com.",Easy job huntingReview collected by and hosted on G2.com.,5
"Mar 31, 2023",O Linkedin é ótimo ao me aproximar de contatos da minha e de outras áreas profissionais que são valiosos para o meu crescimento e criação de laços no mercado de trabalho.Review collected by and hosted on G2.com.,"O filtro utilizado na busca de vagas através do Linkedin poderia ser mais otimizado, pois às vezes se torna bem difícil descobrir certas vagas sendo ofertadas na plataforma.Review collected by and hosted on G2.com.","O Linkedin me ajuda a manter contato com potenciais vagas de trabalho, potenciais colegas de trabalho e também me ajuda a acompanhar as novidades do mercado e me manter atualizada sobre meus colegas de profissão e demais.Review collected by and hosted on G2.com.",4
"Feb 08, 2023","According to me this is the best place for job seekers, employees and employers to find a parfect match between person and company.Review collected by and hosted on G2.com.","Only one complaint is that most of the time we can't get proper response from recruiter after applying. We could find best job but can't be able to proceed with recruitment process. But this is not the problem with LinkedIn, this is the problem with companies. we can't get which one is perfect for us.Review collected by and hosted on G2.com.","It benifits me with the information that which companies are hiring, what positions are open and apply accordingly. I got my first internship from here and I am very thankful to LinkedIn as I kick started my career with this site.Review collected by and hosted on G2.com.",5
"Dec 01, 2022","The interface is so friendly to pick the right jobs and filtering features are to the point in terms of location, company, type of work, etc.",The recommendation tool is very accurate and it recommends the best suitable jobs as per your profile feed.,Linkedin job search helped me in finding and getting my dream job at Cargill.Review collected by and hosted on G2.com.,5
"Jun 09, 2023",I can research companies and its employees. It can help you tap into industry news. It is helping to create,"Network, network, network. Very useful job board and easy to get job alert.Review collected by and hosted on G2.com.",Providing job alert and connecting worldwide with people's.Review collected by and hosted on G2.com.,5
"Nov 25, 2022",Linkedin is a platform that helps users to search for real jobs in different companies and private organizations. It helps the users to find new jobs and vacancies which are posted by companies for mass recruitment. The user can fill in all their details related to their corporate profile and resume to apply for these vacancies.Review collected by and hosted on G2.com.,The platform is great and very useful for young enthusiasts who are looking for a new job opportunity. But there are some people with fake accounts who cheat people by asking a fixed amount for applying for a job which is totally worthless and they exploit some genuine users.Review collected by and hosted on G2.com.,I have got both of my jobs through Linkedin only. I have been using it for more than 4 years now. Linkedin helps our company to recruit new employees with an attractive profiles when needed. It is a great platform for recruiters as well as recruitees to bring them together to fulfill needs of each other.Review collected by and hosted on G2.com.,4.5
"Apr 03, 2023",LinkedIn helped me on my hard days. The previous freelancing work and then the IT job I am currently doing are all because of LinkedIn. I have an emotional feeling for LinkedIn. There is genuine recruiters; that is what I love most about this app.Review collected by and hosted on G2.com.,"Sometimes it lags on the web, but the mobile application is acceptable.Review collected by and hosted on G2.com.","It's helped me to get the job that I am currently doing. Finding the right job for me took one month, but it was worth it.Review collected by and hosted on G2.com.",5
"Apr 04, 2023","Linkedin Job Search is the best tool I have ever used; even though I have used so many portals,I feel better and user friendly while using this Job Search Efficient.Review collected by and hosted on G2.com.","Linkedin will help all sorts of candidates. Improve the User interface page of LinkedIn, which will help engage more with this tool.Review collected by and hosted on G2.com.",Linkedin Help to Point out the exact job opportunity and it will help a candidate to place to dream firm without hesitation if the Company will open for the opportunity.Review collected by and hosted on G2.com.,5
"Jun 16, 2023","Its great at finding jobs, that at the touch of your fingertips. The best part for me though has to be the algorithm that customizes jobs as per your need and interest. Makes applying for jobs more convenientReview collected by and hosted on G2.com.","Absolutely nothing at all. Its perfect in every sense possible, and no downsides for customersReview collected by and hosted on G2.com.","Easily apply, with the Linkedin apply feature to jobs- saves time of filling out individual applications as LinkedIn sends your resume to the selected company you choose to apply toReview collected by and hosted on G2.com.",5
"Nov 23, 2022","- Search filters: LinkedIn job search provides filters to search a job by location, preference (remote/office/hybrid)",- Connect to networks worldwide.,"- LinkedIn has helped me connect my related study groups, related industry groups to get updated with latest trends.Review collected by and hosted on G2.com.",4.5
"Jul 07, 2023","Job postings of corporate companies, to follow.Review collected by and hosted on G2.com.",I do not want to follow job postings that are not related to my profession.Review collected by and hosted on G2.com.,To follow the desired features in the current job postingsReview collected by and hosted on G2.com.,5
"Sep 07, 2018","Linkedin allows me to be in contact with all my network of friends, what I like the most is that I can see the profile of all the companies in the world, since almost all the companies and workers from all over the world are registered on this platform.Review collected by and hosted on G2.com.","This application has several attachments and there is one for each need, in my case I use linkedin Job Search and it is to find jobs more easily, since according to the profile of each one linkedin sends to the mail all the job offers that suit you , I do not see anything negative to this application, it really works.Review collected by and hosted on G2.com.","It's a very good application that works according to what it promises, plus it allows me to interact with my entire network of friends, like any social network.Review collected by and hosted on G2.com.",5
"Aug 09, 2018",LinkedIn Jobs allows job hunters to find quality jobs in your field with minimal searching required. It also shows who you are linked with in your network so you can easily get additional insight into that company/position. You can also find job openings by company name which is helpful if you wish to keep an eye on a specific role!Review collected by and hosted on G2.com.,"The ability to see jobs tailored to your experience and qualifications. This makes LinkedIn Job Search a better quality service than sites like Indeed and Workopolis etc. It is also great to have features like the advanced button as you can target down to experience level, when the job was posted, company, job function, area you are interested in working in etc.Review collected by and hosted on G2.com.","I would recommend this service to anyone wanting to look for quality jobs in an easy and concise way, as it compiles all the available jobs in your area that you are qualified for and makes recommendations based on your profile.Review collected by and hosted on G2.com.",5
"Feb 19, 2019",Meeting people in the same field off jobReview collected by and hosted on G2.com.,Communication solution not good  enough.Review collected by and hosted on G2.com.,Finding a jobReview collected by and hosted on G2.com.,2.5
"Apr 25, 2019","It's huge, has everything I need, and makes it easy to apply.Review collected by and hosted on G2.com.",The recommended jobs are sometimes not accurate.Review collected by and hosted on G2.com.,Job hunting!Review collected by and hosted on G2.com.,5
"Dec 27, 2018",Ease of searching for positions that match you profile. A number of positions can be applied for vary easily using your linkedin profile. Gives a number of positions leads that link to external websites as well.Review collected by and hosted on G2.com.,Applying via linkedin can be fairly hit or miss and with 99% of applications you never hear back either positively or negatively about the position.Review collected by and hosted on G2.com.,I use it along with Indeed and applying directly to various companies when searching for new positions.Review collected by and hosted on G2.com.,3
