review_time,positive_review,negative_review,problems_solved,rating
"Oct 11, 2019",Works great to look for a job.  I have used the service before.Review collected by and hosted on G2.com.,Nothing to dislike about this service as far as I'm concernedReview collected by and hosted on G2.com.,Going job to jobReview collected by and hosted on G2.com.,5
"Oct 10, 2019",I love the information. The detail the recommendations.Review collected by and hosted on G2.com.,Really nothing. It really doesn't have any thing I dislikeReview collected by and hosted on G2.com.,Looking for a full time job. It's easy and quickReview collected by and hosted on G2.com.,5
"Oct 16, 2019",Everythingfo & jobs  that comes to my phoneReview collected by and hosted on G2.com.,I have no complaints  at this time nothing bad to sayReview collected by and hosted on G2.com.,I get to apply immediatelyReview collected by and hosted on G2.com.,5
"Sep 24, 2019",I have been recommended to this site by many co-workers who have successfully found employment. I would definitely be recommending this site to others.Review collected by and hosted on G2.com.,"So far nothing to dislike.,..............Review collected by and hosted on G2.com.",NoneReview collected by and hosted on G2.com.,5
"Sep 25, 2019",The fact that U can do a simple resume to easily fill out to jobs. Its very simple.Review collected by and hosted on G2.com.,Nothing I dislike so far.. I'm starting my first day using zipRecruiter.Review collected by and hosted on G2.com.,None at the momentReview collected by and hosted on G2.com.,5
"Aug 15, 2019","Even though we get fewer candidates from ZipRecruiter than other job boards, the candidates we do get are all quality candidates.  It allows us to get to a hirer much faster.Review collected by and hosted on G2.com.",Navigation is little hard to get use to.Review collected by and hosted on G2.com.,Hard-to-fill vacancies in a timely manner.  Miguel C helped resolve my billing issues very easily.Review collected by and hosted on G2.com.,4
"Sep 02, 2019",,I don't have to have 50 job search engines working to find me the type of employment I'm looking for. The benefit is is quite simply ZipRecruiter handles everythingsReview collected by and hosted on G2.com.,I need to focus more on my resume.Review collected by and hosted on G2.com.,5
"Sep 18, 2019",Once I finished an application it automatically referred me to other jobs.Review collected by and hosted on G2.com.,"I've only just started using, I will update in the future if I find disagreeable featuresReview collected by and hosted on G2.com.",It is one in many many job search tools.Review collected by and hosted on G2.com.,5
"Sep 30, 2019",Easy applying with minimum time & afterwards keeping strong follow upReview collected by and hosted on G2.com.,Don't receive sufficient response from employersReview collected by and hosted on G2.com.,I feel satisfied for applying jobsReview collected by and hosted on G2.com.,5
"Aug 14, 2019","I love the single click apply.  Getting the job is about numbers, how many applications can you get into circulation. Zip recruiter makes it easy.Review collected by and hosted on G2.com.","Not to much, feel this is the best job application on the market.Review collected by and hosted on G2.com.","I found a job through this service, I'm only here now helping a friend find oneReview collected by and hosted on G2.com.",5
"Sep 19, 2019",The best option for recruiting. We have seen amazing results.Review collected by and hosted on G2.com.,Boast option. The boast option has not worked well for us. For the price Of a blast we would expect a bigger impact.Review collected by and hosted on G2.com.,Hiring and staffingReview collected by and hosted on G2.com.,5
"Sep 26, 2019",Jobs pop up and I can review in real timeReview collected by and hosted on G2.com.,Some of the miscellaneous jobs not of interestReview collected by and hosted on G2.com.,Find candidates in all areasReview collected by and hosted on G2.com.,5
"Sep 18, 2019",Highest rate of interview success. Very easy to useReview collected by and hosted on G2.com.,Nothing. Really good platform and easy to navigate.Review collected by and hosted on G2.com.,The daily updates allow me sift through relevant and non relevant jobs easilyReview collected by and hosted on G2.com.,5
"Aug 22, 2019",They stay sending me alerts to help me decide what and where I can choose to pic a better jobReview collected by and hosted on G2.com.,They stay in touch and let me know when to decide the right opportunity to get a new jobReview collected by and hosted on G2.com.,Constantly show my resume to a variety of business owners.Review collected by and hosted on G2.com.,5
"Sep 17, 2019","I love the fact the site advises you when your resume has been reviewed, especially when it's numerous times!Review collected by and hosted on G2.com.",A lot of positions have no salary rangesReview collected by and hosted on G2.com.,Not really. Easy to access and submit your resumeReview collected by and hosted on G2.com.,5
"Oct 01, 2019",Easy to apply to jobs get a lot of calls from potential employersReview collected by and hosted on G2.com.,Emails are too much  I hate having too many emails a day from this siteReview collected by and hosted on G2.com.,NoneReview collected by and hosted on G2.com.,5
"Aug 17, 2019",What I like best is the ability for the system to alert me when there's an opportunity that fits my skill set.Review collected by and hosted on G2.com.,What I find least helpful is the additional jobs that not quite fit who I am posted on my feed.Review collected by and hosted on G2.com.,Currently I have not incurred any problems.Review collected by and hosted on G2.com.,5
"Jan 08, 2020",I enjoy that Zipcruiter allows you to one-click apply for a plethora of opportunities. I also enjoy that you could cater the platform to specific types of jobs that you are looking for. It's really encouraging when you receive e-mails with new and live positions that I could apply for. I also like that it allows you to build your own profile where you can market yourself to employers.Review collected by and hosted on G2.com.,"I dislike that certain jobs may stay live longer than need be. Once a position anywhere is filled the listing should close. There should be some algorithm to make this possible. For example, I once applied to several amount of positions and came to the realization that employers weren't reviewing all the applications coming in. I learned this because I was told at my current job that this outlet is used as a worst-case scenario. So in those terms I was lucky. I also learned this through applying to a certain position to only find out that the business has been closed for months. There needs to be a way to make sure employers are accountable for replying to candidates who are interested in the position.Review collected by and hosted on G2.com.",ZipRecruiter is helping me become a more detail-oriented individual. The benefits are that it has inspired me to put myself out there on more professional outlets. I also like that the home page lists all the recent job postings that cater to what you are looking for.Review collected by and hosted on G2.com.,5
"Dec 30, 2019","Like a lot of other job boards you set up a profile and you will get emails or notifications that you match a job. However, with ZipRecruiter you have the option of one-click apply. This is an awesome feature that saves time and you can apply to a lot of different jobs in a short amount of time. The process of setting up your profile is easy and it helps guide you through it. It also gives you pointers on how to make you stand out.Review collected by and hosted on G2.com.","Something I don't like is you will get a lot of jobs that have nothing to do with your background. Or you will get a notification that a job is a great fit, and you don't meet the requirements. Sometimes this will happen a few days in a row and it makes it's hard to filter through what is a good match and what is not. Other than that I don't have any other complaints about ZipRecruiter.Review collected by and hosted on G2.com.","Some of the problems that ZipRecruiter has helped me with is, finding jobs. I know that sounds simple, but trying to find jobs out there is kind of hard when you don't know where to look. ZipRecruiter has made it easy to find them, more like they show you a list of jobs. One of my problems when I first started job hunting was not knowing where to look and ZipRecruiter has solved that for me.Review collected by and hosted on G2.com.",5
"Dec 30, 2019","ZipRecruiter is fast, hassle free and was simple to get my profile and resume online. I appreciate the follow up emails that follow my progress and send me reminders of what action to be taking.Review collected by and hosted on G2.com.","I would like to see an upload location on your profile for a Cover Letter. I think that the email marketing can be over bearing at times, keep emails coming but make sure they are very specific and that there is more purpose behind them.Review collected by and hosted on G2.com.",It has been an easy way for me to get all of my information in one location for employers to find me. I am trying to get into a new career field and ZipRecruiter is platform that is helping take my dream and making it a reality.Review collected by and hosted on G2.com.,5
"Dec 27, 2019","Good positions with lots of information available that are not necessarily found in other platforms. I was referred to the platform by another recruiter who was using it prior to us coming into the role we are in now. When I found out my contract was not going to extend, she immediately showed me ZipRecruiter and told me that it was a lifesaver during her time of trying to find a job. So far, I'm enjoying it as well and am looking forward to finding a good job through here. I also like that I can search for jobs and save jobs from multiple locations and I'm not tied down to just searching for one area.Review collected by and hosted on G2.com.",I haven't seen any yet as I am new the website. From what I can gather in the short time that I have been on the site is that they are putting their good jobs for candidates out there and are able to help them find jobs that are valuable versus a job that is just meant to pipeline candidates. Unfortunately you run into that too often and it's frustrating.Review collected by and hosted on G2.com.,"For me, it's finding good jobs instead of the one off jobs that other sites post and then you either never hear from or they were just using it for metrics. These don't seem like  bait and switch tactics that others have used, or at least it hasn't happened yet.Review collected by and hosted on G2.com.",5
"Dec 26, 2019","The platform is very user-friendly. It felt easy to navigate and fill in the information requested. I also really liked the design and colors. It made me feel like a game. And because it is easy to navigate, I felt more prompted to access it every day. I also really like the 1-click apply button because it makes job applications way easier.Review collected by and hosted on G2.com.","Maybe too many messages. And maybe some positions feel like pyramid schemes or not genuine enough, but you will only discover that after interviews. I can give an example that has happened to me. Company name FBC - Florida Business Consulting. The job description has lots of descriptions, but everything sounds vague. Until you get there and learn you will be a salesperson with commission only and several goals to achieve in order to progress and ""open"" your own team.Review collected by and hosted on G2.com.","Well, It has helped me move my energies towards my goal of finding a job. It helps me understand what the employers are looking for. Also, it makes me feel closer to employers around me and where I am located.Review collected by and hosted on G2.com.",5
"Mar 05, 2020",Je stelt een profiel op zoals vele andere jobsites en je krijgt e-mails of herinneringen dat je geschikt bent voor een functie. Met ZipRecruiter heb je echter de mogelijkheid om met één muisklik te solliciteren. Dit is een geweldige functie die u tijd bespaart en in korte tijd kunt u op veel verschillende functies solliciteren. Het is eenvoudig om uw profiel in te stellen en helpt u erdoorheen. Het geeft u ook tips over hoe u zich kunt onderscheiden.Review collected by and hosted on G2.com.,"Een ding dat ik niet leuk vind, is dat je veel banen krijgt die niets met je ervaring te maken hebben. Of je krijgt de boodschap dat een baan goed past, en dat je niet aan de behoeften voldoet. Soms gebeurt dit een paar dagen achter elkaar en het maakt het moeilijk om te sorteren wat een goede match is en wat niet. Verder heb ik geen andere ZipRecruiter problemen.Review collected by and hosted on G2.com.",Customer Experience,4.5
"Dec 17, 2019",I like how user friendly it was to start using. I've used both the employer side as a recruiter for Ashley HomeStore and the candidate side when job searching. I love how fast you can flip between candidate resumes and the 3 different options you have when entering information after contacting a candidate.Review collected by and hosted on G2.com.,"I don't like the quick rate option. Sometimes I forget that by rating someone the page will automatically bring up the next employee profile pending review. A lot of the time I'm reading the resume, I grade and then I call.Review collected by and hosted on G2.com.",I'd like to block a candidate and I'm not sure if I can. The same unqualified person is applying back to back for every post I have in the Bay Area. Benefit I realized when using zip is that the quality of candidates is better than some of my other sites.Review collected by and hosted on G2.com.,5
"Feb 18, 2020","You create a profile like many other job boards and will receive emails or updates that suit a task. You are provided the opportunity to apply one-click to ZipRecruiter, though. It is a great feature that makes life easier and can be used for numerous jobs in a short period of time. The way your account is set up is straightforward and it lets you get there. This also provides you insights on how you can stand out.Review collected by and hosted on G2.com.","What I don't appreciate is that you're going to get many jobs without anything to do. Or that you are told that a position is very desirable and you may not meet the conditions. It sometimes occurs in a couple of days, and it is impossible to determine what is and is not a suitable match However, I have no other ZipRecruiter grievances.Review collected by and hosted on G2.com.",Customer Experience,4.5
"Dec 02, 2019","I love how easy it is to apply for jobs that align exactly with what I do! Also, I don't have to keep inputting the same information over and over. I can apply to 100 jobs in a day so easily.Review collected by and hosted on G2.com.",That fact that i get too many interviews and cant keep up ;) In all seriousness. there isn't one thing I don't like about ziprecruiter. I would recommend some sort of import option for linkedin because a lot of professionals keep linkedin update very frequentlyReview collected by and hosted on G2.com.,The problem that it solves is that for numerous applications you have to fill out the same information over and over again which impedes on the number of application i can submit in a day. Ziprecruiter solves that by taking questions i have already answered and info i have put in and uses that for future applications and pre-filling out the info. This allows me to submit tons of applications in a day.Review collected by and hosted on G2.com.,5
"Mar 19, 2020",I enjoyed having such a long time waiting on hold for the billing department because it gave me the opportunity to write this review.Review collected by and hosted on G2.com.,These guys are completely sketchy.  Avoid this service unless you like surprise fees and terrible customer service.Review collected by and hosted on G2.com.,"Thank you for your feedback. We apologize for any frustration that was caused. Our hiring pause is an optional plan. In the cancelation of your job slot subscription, alternatively, downgrading to the hiring pause allows continued access to select features. We are confident that our billing team was able to assist you when you called. However, if you have any other questions, please don't hesitate to reach out to us. We are available 24/7 at 877-252-1062 and we are always happy to help. Best regards. ~DW",0.5
"Nov 30, 2019","Zip Recruiter is designed to help people from diverse backgrounds, skill set, education, and experience to narrow down their desired field of employment. The best feature for job seekers is after you complete your profile, the site automatically sends you jobs to apply to that match your talent and experience. Zip Recruiter also uses different modems of communication for job seekers.Review collected by and hosted on G2.com.","Recommended jobs should be aligned better with education and experience of candidates. For example, if you have management experience the recommended jobs show entry level positions, instead of tenure experience, education, and skills.Review collected by and hosted on G2.com.","I have benefited from Zip Recruiter personally and professionally. I highly recommend this site. Zip Recruiter eliminates the need to look at other job sites, and reduces the time involved to actually find jobs that well suited for the individual.Review collected by and hosted on G2.com.",5
"Nov 21, 2019","I love how easy and transparent it is to apply, search, and find jobs. I have now found three fulfilling jobs i've found thanks to zip recruiter. One job I didn't even have to apply to, they found my profile and contacted me. There is always daily updates on my feed of new jobs and ones that I may like based on my experience, giving me opportunity to expand my work experience.Review collected by and hosted on G2.com.","In my profession, I am in a hiring role. I have found that so many applicants through zip recruiter either have no clue they've applied or just scrolled down and clicked apply, apply, apply blindly hoping to catch something. I'm not sure how this would be fixed but it's a bit of a time waster when contacting applicants. Perhaps not removing one click apply altogether but requiring a little more effort and awareness on the part of the candidate. I can't tell you how many times i've called applicants and they don't even know they've applied.Review collected by and hosted on G2.com.",I'm in the process of hiring a zip recruiter applicant. I love being notified when a candidate that could be a good fit is clearly set out above the rest.Review collected by and hosted on G2.com.,5
"Nov 21, 2019","I love how ZipRecruiter streamlines the communication process between employer and potential employee! As a government contractor, I am hardly ever promised long term employment but, with ZipRecruiter, all of the stress that comes with a potential job change is all but removed!Review collected by and hosted on G2.com.","The one thing that I would change is that I wish ZipRecruiter would allow you to customize job searches based on the time of type work you want to do within a specific field (ie. Field: SharePoint Developer, Type: Preferred development languages).Review collected by and hosted on G2.com.","I work as a government contractor and I am often looking for new opportunities. With ZipRecruiter's job notifications, I have greatly cut down the amount of time I have to spend scouring the internet for new opportunities. Not only am I saving time not scouring the internet and various job boards, but the screening process has been considerably reduced. I no longer have to wait weeks on end for feedback from my potential employer and ZipRecruiter even notifies me when the employer has looked at my resume, which gives me a general idea of their interest in me as a candidate!Review collected by and hosted on G2.com.",5
"Mar 11, 2020",I like the resume / profile view when looking at applicants. Some resumes don't load properly and it can leave you wondering if the candidate doesn't have the proper computer skills but getting a second glance at their information on the profile side can change my mind on whether or not to call someone. I like the profile pictures as well. So when I'm calling people in to meet for an interview I generally know what they look like so I can tell them apart for customers at my stores.Review collected by and hosted on G2.com.,"I don't like the message application within ZipRecruiter. People don't seem to respond when I try and contact them that way. Its best to either call them directly from their number listed, email or text message to their phone.Review collected by and hosted on G2.com.","Your feedback is very important to us! Thank you for taking the time to share your experience. If you ever need assistance, please contact us at 877-252-1062, support@ziprecruiter.com or live chat. We are available 24/7 and are always happy to help. Thank you for your business. ~DW",5
"Nov 19, 2019",I like that Hiring companies can find me along with me searching for a position in a company.  I also love the fact that I can apply to jobs with just one click. I can attach my resume to an application. I get notifications when an employer has looked at my resume and application multiple times. IReview collected by and hosted on G2.com.,I don't really have anything that I don't like.  I honestly can not think of one thing that I would change about the website.Review collected by and hosted on G2.com.,I am solving the problem of needing a job with benefits. Its easy to apply to positions. I have been hired by an employer that uses ZipRecruiter on my last 2 jobs. I am trying to find a management position within a company. I want to find a company that has been around for a while so that I can trust that my job will be secure. Zip Recruiter makes it easy to search and learn about a company and position prior to applying. Job seekers can quickly apply and get hired. These are all benefits that help a job seeker like me.Review collected by and hosted on G2.com.,5
"May 20, 2020",Like the segmentation of positions and the amount of information available in most cases...Review collected by and hosted on G2.com.,"Unfortunately receive too many ""hey we think this job fits you"" that don't.  The ability to fine tune doesn't seem to be there even when you reject suggestions.Review collected by and hosted on G2.com.",Allows me to sort opportunities much faster...the time savings is wonderful.Review collected by and hosted on G2.com.,4.5
"Nov 16, 2019","What I truly love about ZipRecruiter is that it does what no other job search site does - it allows you to upload your resume and let companies come to you! This is perfect for the person who does not have time to be actively applying constantly, but is interested in new opportunities. I have found that other platforms that claim to do the same simply do not work as well. I get much more contact from recruiters through ZR than anywhere else.Review collected by and hosted on G2.com.","The only downside of ziprecruiter is that, like many other job platforms, my resume often matches with jobs in the same field as me (healthcare) but they are not jobs I qualify for. This can sometimes be frustrating to have to filter out all of the irrelevant job postings.Review collected by and hosted on G2.com.","Every job I have ever gotten in the last 3 years has been from ZipRecruiter. I have gotten salaries sent to me before applying (I have not found other platforms that give this option), I have been able to find very unique opportunities not posted ANYWHERE else, and I overall find the website very user friendly to navigate.Review collected by and hosted on G2.com.",5
"Jan 28, 2020",Ability to communicate with using the message feature. You can quickly shortlist/discuss candidates by looking at a preview of their resume. You can receive a large volume of good candidates in a very short period of time. We ended up getting over 100 people on the very first dayReview collected by and hosted on G2.com.,"Inability to filter candidates based upon previous/relevant designations. The system takes a lot of ratings to improve suggestions. You can apply location-based filters but there's is no way to candidates from a specific industry or job role. Also, you get limited access to resume database and invite to apply feature is sold separately. I wish they let you send a message or invite people to apply for a job for free. Monthly billing can end up costing too much if you're just hiring a few people every year.Review collected by and hosted on G2.com.",Customer Experience,5
"Dec 26, 2019",I like the layout and the website's ease of use. It's easy to find jobs that you saved previously and go back to apply for the ones that interest you the most. I appreciated that I did not consistently get job recommendations that were outside of my specifications. And I found the mobile app convenient and easy to use.Review collected by and hosted on G2.com.,"The 1-Click feature is appealing, but it apparently does not provide the potential employer enough information. I had to re-apply for positions that I had previously 1-Click-ed.Review collected by and hosted on G2.com.",I found the job that I have now on ZipRecruiter.Review collected by and hosted on G2.com.,5
"Aug 18, 2020",Zip Recruiter makes looking for employment simpleReview collected by and hosted on G2.com.,Resumes are only filtered by a few select questions to get through the screening processReview collected by and hosted on G2.com.,I am using Zip Recruiter every chance I can!Review collected by and hosted on G2.com.,5
"Jan 09, 2020",What I like best about ziprecruiter is that it has messaging. You have an opportunity to communicate with potential employers without the pressure of meeting and speaking with them for the first time at a formal interview. I like that the site is very user friendly. It gives you opportunity to fine tune your resume to the job posting that you just received. It lets you know how many people have applied for the position through ziprecruiter. It also lets you know when the job is no longer available. One of the best things about the site is the history and status of the jobs that you have applied to. It is an all around good site if you are in need of a job. The resume critique is awesome also.Review collected by and hosted on G2.com.,"The only thing that I dislike is that I get other industry jobs that I have never applied to. This is not necessarily a bad thing, especially for people that are looking to change industries.Review collected by and hosted on G2.com.",The problem that are solved is that I don't have to be on several different job sites. I will continue to use ziprecruiter because it is one of the best job recruiting sites there is in the industry.Review collected by and hosted on G2.com.,5
"Jan 08, 2020",The most helpful thing about ZipRecruiter is that its search results brought me back good matches that were sometimes job titles that I hadn't even considered searching for. I used ZipRecruiter to find my current job and my last job before that. Both jobs were a good fit for my skills and preferences.Review collected by and hosted on G2.com.,I can't really think of a downside to using ZipRecruiter.Review collected by and hosted on G2.com.,"I have been in my current  job for nearly 2 years now and absolutely LOVE what I am doing, but wouldn't have searched for this particular position on my own. However, ZipRecruiter recognized a few key elements on my resume that they suggested might make me a good fit. Fortunately my employer agreed! I also used ZipRecruiter to find my last job. I applied for one position they had listed and then the HR manager at that company called and said ""We have actually decided to do away with the position you originally applied for, but reading your resume... I have another position available that you may really be better suited for."" She sent me the job description on that Wednesday evening. I interviewed that Friday and started work the following Monday.Review collected by and hosted on G2.com.",5
"Jan 07, 2020",Zip Recruiter is a great portal for all levels of job seekers and employers. It is highly functional and efficient in connecting the two. Its user-friendly interface and suggestions make it ideal for candidates.Review collected by and hosted on G2.com.,"I would like to include an experience level button within the search parameters. It helps us identify jobs more curated to our level of experience/candidacy. Also, standardizing the job description will be very helpful. Not all companies post job descriptions in a logical sequence that genuinely touches upon the scope of work.Review collected by and hosted on G2.com.","Lastly, the 'experience level' should not be included in the job description section. It should ideally be a separate filter.  I noticed that when looking for entry-level jobs, the job description often says '2-3 years experience needed'. I have often hit this wall while completing applications.Review collected by and hosted on G2.com.",5
"Jan 01, 2020",Job offers near the place where I reside. It offers me company information. I have an email response.,"I can have information on the companies that request professionals like me, their location and the type of clients they have.",It tells me in what percentage my skills and experiences coincide with the employment they offer.Review collected by and hosted on G2.com.,5
"Dec 15, 2019",There many different positions availability in a fields of employment. ZipRecuriter gives better insight than other job sites. There are new positions added on a daily basisReview collected by and hosted on G2.com.,"I would like it if all of the positions would show a pay range. It may be something they need to demand from companies that want to be on ZipRecruiter so that would not be easy to collect. However, most candidates want to know if it is worth their time and the company's time.Review collected by and hosted on G2.com.",It has helped me find contract work as well as place people in contract positions and hire full time.Review collected by and hosted on G2.com.,5
"Jan 31, 2017",I have been using Zip for 3 years now and it is amazing what they have been able to do to help recruiters and hiring managers find the right people for their organizations.Review collected by and hosted on G2.com.,Ease of access and the ability to add multiple administrators!Review collected by and hosted on G2.com.,How information is compiled and that you can only choose one type of job board to post to rather than choose multiple for your ad.Review collected by and hosted on G2.com.,5
"Apr 18, 2017",I have used Ziprecruiter to recruit for positions for 3 years. I would post jobs on this service.Review collected by and hosted on G2.com.,Ability to see where candidates have previously applied.Review collected by and hosted on G2.com.,"I would be sure to use multiple recruiting sources, not just Ziprecruiter.Review collected by and hosted on G2.com.",3.5
"Feb 14, 2017",We immediately began receiving resumes from qualified individuals. We have hired several applicants across the country through ZipRecruiter. It has exposed us to a larger number of applicants that we might never have reached.Review collected by and hosted on G2.com.,Receiving a large number of qualified applicants almost instantly. It has exposed us to a larger number of applicants that we might never have reached.Review collected by and hosted on G2.com.,That not all applicants seem to pay attention to location but that's not a ZipRecruiter issue.Review collected by and hosted on G2.com.,5
"Dec 29, 2016",They did nothing and when I called to cancel kept me on hold for 40 minsReview collected by and hosted on G2.com.,Nothing they have been useless.  No one hired using themReview collected by and hosted on G2.com.,"Their model is crap,  they wont let you cancel it is a shamReview collected by and hosted on G2.com.",0
"Jun 01, 2016","It's easy to use interface, it's very easy to edit current jobs, and have them posted live automatically.  I like the amount of people this tool reaches out to, and mostly qualified candidates respond.",,Zip makes it easy to manage the job posting process.Review collected by and hosted on G2.com.,4.5
"Sep 27, 2016",I like it because not all my colleagues use it and i am able to find candidates that other recruiters cantReview collected by and hosted on G2.com.,I don't like that there is no flip view.. makes it very difficult to shuffle through candidates timelyReview collected by and hosted on G2.com.,i am solving finding candidates noone else gets - good people apply as wellReview collected by and hosted on G2.com.,3
"Jul 28, 2016",Time saver getting the word out about opening!Review collected by and hosted on G2.com.,Price point is very high for a small business.. seems like they should have pay per applicant or something different in the model.Review collected by and hosted on G2.com.,Getting applicants.. Had 5 in 1 week so that was awesome.Review collected by and hosted on G2.com.,5
"Mar 28, 2016","Ziprecruiter is, to me, one more job board. It has yet to differentiate itself in any way from indeed, monster, etc. It performs its basic functions well, but I don't know why it's used over anything else. It's automatically linked with our ATS, so we log in and will post there automatically.Review collected by and hosted on G2.com.","As I said - I don't see any difference between ZipRecruiter and any other job board site. They need to do some real work on what makes them different and how they stand out in a huge crowd of job sites. I don't think I ever thought to go to ZipRecruiter on my own, without being linked for some other reason.Review collected by and hosted on G2.com.","We are working in a hyper-growth business bubble right now. Our business is skyrocketing and we are trying to hire an enormous amount of people at once, while also ensuring that they are the right fit for the team and for the organization.Review collected by and hosted on G2.com.",3.5
"Oct 18, 2016","Nothing, i posted multiple jobs everything from retail to administration positions and not one response.Review collected by and hosted on G2.com.",Everything i posted multiple jobs everything from retail to administration positions and not one response.Review collected by and hosted on G2.com.,I have not used this system since the free trial and won't ever use it again.Review collected by and hosted on G2.com.,0
"May 20, 2016",The platform was clean and easy to use.Review collected by and hosted on G2.com.,I have used many recruiting tools and this was by far the worst at giving me any results. I think I maybe got two page views for the ad I posted.Review collected by and hosted on G2.com.,RecruitingReview collected by and hosted on G2.com.,0
"Jul 23, 2015","With one posting, you can get your jobs out on over a hundred job boards, including SimplyHired, Glassdoor and the ZipRecruiter job board (which is becoming a decent board itself). To be fair, many of the 100+ job boards ZipRecruiter touts are small, niche and you've probably never heard of them, but the few big boards make it worth the price of admission. The resume database is a great tool as well, allowing you to instantly view resumes and contact information for candidates (though the new search functionality makes it a bit annoying for boolean users). The backend and administration are intuitive and it takes no time to get up and running.",,"Job postings on multiple job boards, displaying open positions on our website, searching for candidates in the resume database.Review collected by and hosted on G2.com.",4
"Dec 21, 2015",It is very user friendly and not difficult to manage the program.Review collected by and hosted on G2.com.,I have found that zip recruiter is not very effective as an ATS or recruiting software.  Not enough candidates have an account or post their resumes there.Review collected by and hosted on G2.com.,N/a/  No longer using zip recruiter.Review collected by and hosted on G2.com.,3
"Nov 28, 2019",Easy to set up profile and apply for job in secondsReview collected by and hosted on G2.com.,there is nothing that I dislike about the website and jobsReview collected by and hosted on G2.com.,Easy assess and do not have to go from one companies website to apply for jobs.  No problemsReview collected by and hosted on G2.com.,5
"Nov 08, 2019","So we've used tons of job boards but the quality and quantity of candidates from ZipRecruiter outweigh other job boards by far. We purchased ""Featured employer"" for indeed and paid extra money and still found that ziprecruiter general subscription provided more quality and quantity in terms of candidatesReview collected by and hosted on G2.com.",I wish it required all candidates to have resumes. I think it may be a feature to require resumes on certain job postings but I'm not quite sure.Review collected by and hosted on G2.com.,Finding quality candidates quick since it posts on multiple job boards.Review collected by and hosted on G2.com.,5
"Aug 18, 2019",It is precisely what anyone can get to see their way through in no time.,It gives you utterly confidential information intended to get you there both ways employees and employers.Review collected by and hosted on G2.com.,Zip has made me realize that if you want something search for it and true it will always give you want you need.Review collected by and hosted on G2.com.,5
"Nov 08, 2019",With ZipRecruiter I feel they have more info on the job selections. I like how they have a rounded out income for each position at the bottom of the job descriptions. ZipRecruiter makes applying for jobs easy!Review collected by and hosted on G2.com.,I have no dislikes for ZipRecruiter at all.Review collected by and hosted on G2.com.,No problems at all.Review collected by and hosted on G2.com.,5
"Sep 11, 2019","I like ZipRecruiter because the site is easy to use.  I only applied for a few jobs because I was going to classes at the time. Now, I actively looking for a job and look forward to work with  ZipRecruiter's site.Review collected by and hosted on G2.com.",Some of the suggested jobs do not match with my profile.  I still work with the search job tab.Review collected by and hosted on G2.com.,Not yet.Review collected by and hosted on G2.com.,5
"Sep 18, 2019","ZipRecruiter is a very accesible and easy job search engine, it gives people a array of choices (filters) to do their search.Review collected by and hosted on G2.com.",What I don't like is that sometimes it keeps sending notifications on the type of job I'm not interested.,ZipRecruiter has helped me finds a good temp jobReview collected by and hosted on G2.com.,5
"Aug 18, 2019",How easy it is to sign up and create a resume that dozens of employers see everydayReview collected by and hosted on G2.com.,Everything seems to be good so far . No complaintsReview collected by and hosted on G2.com.,With ZipRecruiter I can apply to hundreds of jobs without having to worry about driving to a whole bunch of different employers to apply .Review collected by and hosted on G2.com.,5
"Aug 12, 2019","Zip Recruiter seems to be more user friendly, especially the messaging aspect.  Also, customer service responded immediately to my email for support.Review collected by and hosted on G2.com.",I honestly don't have a negative comment at this time.Review collected by and hosted on G2.com.,Zip recruiter does the searching while I can get other work done.Review collected by and hosted on G2.com.,5
"Dec 15, 2019",They constantly update new job listings.Review collected by and hosted on G2.com.,Nothing! It's super convenient. Thankfully its very easy to use and upload.Review collected by and hosted on G2.com.,"no problems, only up-to-date job listings and an easy to use interfaceReview collected by and hosted on G2.com.",5
"Aug 22, 2019",It is always looking for new opportunities for me and presenting them once foundReview collected by and hosted on G2.com.,Sometimes the opportunity presented is way below my skill serReview collected by and hosted on G2.com.,Problems listed above only. Benefits loads of Jobs to scan through even jointly linked in other job boardsReview collected by and hosted on G2.com.,5
"Sep 30, 2019",Ziprecruiter is so unique to use & quick. Its fast and convenient. One click is so amazing cause I don't have to retype everything for every employer I apply to. I reccomend this for job search it's the best.Review collected by and hosted on G2.com.,Nothing I think it's an awesome platform.Review collected by and hosted on G2.com.,Finding a job that match my credentials interest and so much more.Review collected by and hosted on G2.com.,4.5
"Oct 23, 2019",ZipRecruiter is the best service for finding a job. I really like how they suggest which jobs you would be a strong candidate for in your industry.Review collected by and hosted on G2.com.,The only downside is some companies post job applications that are misleading about what the position entails. For example they will advertise wanting a digital marketer but really be looking for a in-person sales rep.Review collected by and hosted on G2.com.,When I needed a new job I posted my resume and was contacted by employers within a week! It was the fastest and best experience with applying for a job online.Review collected by and hosted on G2.com.,5
"Sep 23, 2019",It always is sending me job offers. It has a good application.Review collected by and hosted on G2.com.,Nothing because it has help me to find good opportunitiesReview collected by and hosted on G2.com.,Finding new opportunitiesReview collected by and hosted on G2.com.,5
"Oct 24, 2019",It is a very friendly user application and has wonderful features.Review collected by and hosted on G2.com.,When asking for verification of a job skill it’ll only allow me to send a request of 1 skill at a time.Review collected by and hosted on G2.com.,I am looking to find full time employment through Zip Recruiter and I find businesses to be very responsive on this site.Review collected by and hosted on G2.com.,5
