review_time,positive_review,negative_review,problems_solved,rating
"Dec 20, 2021","One of the great hiring platform in India. UI/UX is good, easy to useReview collected by and hosted on G2.com.",Should filter and delete unauthentic jobsReview collected by and hosted on G2.com.,Good amount of software Engineer jobs available.Review collected by and hosted on G2.com.,3.5
"Apr 13, 2021",We use Indeed for recruiting for openings we may need to fill; we like how easy and convenient it has been to acquire potential candidates' resumes and facilitate communication for scheduling job interviews.Review collected by and hosted on G2.com.,"This would be its price per month, but, despite its high cost, it has met our expectations and needs for finding new talent.Review collected by and hosted on G2.com.","One of the virtues we have benefited from using Indeed as an employer would be the time savings in finding qualified personnel by screening applicants and allowing us to study their CV's, follow up and select people we feel can fill the vacancy to schedule appointments for interviews.Review collected by and hosted on G2.com.",4.5
"Mar 31, 2021",It helps me visualize the best profiles of people to apply for a needed job. Indeed it is highly crucial to select human resources through a simple and highly automated process. The support is beneficial; it helps you to understand the software very easily.Review collected by and hosted on G2.com.,"The interface is not easy to understand at first glance; it needs to improve aspects of design, colors, location of tools, and fluidity in the functions.Review collected by and hosted on G2.com.",Indeed we apply it to search for employees urgently; we always find the best ones to apply for a real job. It is essential to have the best professionals in our brand and to be able to compete with other companies in knowledge.Review collected by and hosted on G2.com.,4.5
"Nov 27, 2016",I was found on Indeed. It is easy to build a professional resume and put in applications. I really like their resume search feature for recruiting. It allows me to pinpoint the most experienced candidates for the roles I need to fill and easily contact them with a templated message.Review collected by and hosted on G2.com.,Easily being able to send a résumé is more of a benefit to the job seeker. I don't like that it is so easy to send résumés when I have a job posted because it allows a lot of unqualified applications to get through.Review collected by and hosted on G2.com.,Easily being able to send a résumé is more of a benefit to the job seeker. I don't like that it is so easy to send résumés when I have a job posted because it allows a lot of unqualified applications to get through.Review collected by and hosted on G2.com.,4.5
"Jun 15, 2017",Indeed is a great resource for posting job openings and searching for resumes. The service is fairly reasonable as well. It seems to be an honest company where people can go to feel comfortable looking for jobs.Review collected by and hosted on G2.com.,Affordable and great results. It is also very easy to manage.Review collected by and hosted on G2.com.,I don't know if there is anything I dislike minus the bill isn't separated out by position which would be nice.Review collected by and hosted on G2.com.,5
"Feb 23, 2017",Indeed is our biggest driver of candidates for all positions. We use it daily to feature our top jobs.Review collected by and hosted on G2.com.,"Indeed integrates with our ATS and scrapes our jobs multiple times a day. When we need to feature a job, we send a quick email to our account manager and it's done. That easy!Review collected by and hosted on G2.com.","Sponsoring your jobs is an additional cost, but it keeps your positions at the top and gives it more visibility.Review collected by and hosted on G2.com.",5
"Jan 18, 2017","I use Indeed on a very frequent basis.  In fact, I have 4 positions posted on that site currently.Review collected by and hosted on G2.com.",Ease of use.  And Advanced Resume Search has good field entries to narrow my specific searches.Review collected by and hosted on G2.com.,"It has been a cost-effective resource for me, the Corporate Recruiter, and my employer.Review collected by and hosted on G2.com.",4
"Jun 15, 2017",I used Indeed to post a couple open positions that are usually hard to fill.  I got good traffic from the site and relevant candidates.Review collected by and hosted on G2.com.,Super easy and fast setup to post the job.Review collected by and hosted on G2.com.,I didn't use many screening questions and didn't see how to create my own questions.  Could have been user error/impatience :-)Review collected by and hosted on G2.com.,3.5
"Jun 15, 2017",Finding general labor positions for a manufacturerReview collected by and hosted on G2.com.,"I would say it's the most used resource, so the vast amount of applicants.Review collected by and hosted on G2.com.",The applicants / resumes are hard to locate someone.  They are also outdated sometimes.Review collected by and hosted on G2.com.,4
"Mar 06, 2017",The site allows me to better hone my skills and abilities and place my experience in a way to be noticed by employers.Review collected by and hosted on G2.com.,I enjoy being able to have all employment information and attachments in your accounts and be able to apply to most openings with just a click of the mouse.Review collected by and hosted on G2.com.,The openings that dont allow you to use the indeed link to just apply but rather you get redirected to their site to then have to enter all your info in again.  Not really an indeed issue but rather the process of that potential employer using the service.Review collected by and hosted on G2.com.,5
"Jun 15, 2017",We have used Indeed.com to find employees for a year now.  Their services (even if you choose to post for free) really are helpful! Indeed.com is a well known job board and we appreciate having an outlet to post online on!Review collected by and hosted on G2.com.,I like that I can get applicants resumes emailed to me directly and contact the potential candidates directly.Review collected by and hosted on G2.com.,"nothing, I have nothing to complain about!Review collected by and hosted on G2.com.",5
"Jun 15, 2017","I recommend that every candidate goes to Indeed.com when searching for positions.  As a recruiter, I post every position on Indeed and have been very successful in finding quality candidates!Review collected by and hosted on G2.com.",It's a very well known site that candidates know to go to.Review collected by and hosted on G2.com.,That candidates can't apply through our ATS.  They must come through e-mail.Review collected by and hosted on G2.com.,5
"Jun 15, 2017",It has always been a useful tool for finding resumes of active candidatesReview collected by and hosted on G2.com.,the resumes section to view people in the marketReview collected by and hosted on G2.com.,that you cannot contact them but i use LInkedin for thatReview collected by and hosted on G2.com.,5
"Jun 15, 2017",Indeed does a great job of allowing a lot of people to apply for job openings/ postings.Review collected by and hosted on G2.com.,The amount of applicants that apply for job postings on hereReview collected by and hosted on G2.com.,Some candidates are not very qualifiedReview collected by and hosted on G2.com.,4.5
"Jan 20, 2017",We have been using Indeed for more of our job postings for our recruiting efforts. We have been getting good quality leads form this format. Really interested candidates are applying and we have been making a lot of progress in filling the needs we have.Review collected by and hosted on G2.com.,The quality of leads have been of the greatest value. I love how it links with our ATS.Review collected by and hosted on G2.com.,Applicants assume we receive their Resume or CV. That is not the case unless they upload it into our ATS.Review collected by and hosted on G2.com.,4.5
"Jan 18, 2017","Indeed is one of the best places to look if you are on the hunt for a new job.  LOTS of postings, great opportunities there.  HOWEVER, if you are a job seeker, know that Indeed has a strange algorithm for sorting CV's and they now charge for recruiters to get your contact information which will deter them from using Indeed to contact you. As a recruiter, I'll occasionally use Indeed to search for cv's that I might not be able to find other places but then have to use a different tool to get the contact information.  Even if you do pay for the service, emailing someone through Indeed is sometimes futile.  I rarely ever get responses from it.",,"weird sorting, you have to pay to contact people now, never get responses when you DO contact them, etc.Review collected by and hosted on G2.com.",2.5
"Jan 18, 2017",Recruitment of various job openings for 2 different companiesReview collected by and hosted on G2.com.,Indeed is well know and gets my ad in front of many people.Review collected by and hosted on G2.com.,I do not have anything to report in terms of dislikesReview collected by and hosted on G2.com.,5
"Jan 19, 2017","We use Indeed almost exclusively for our hiring. We like it because we find good applicants pretty consistently, along with it's self contained APS.Review collected by and hosted on G2.com.","I like that it is self contained - we can view resumes, email inside the system, and have applicants pre-screened with an automated phone call if needed.Review collected by and hosted on G2.com.",We do tend to need to sponsor our postings to find more qualified applicants.Review collected by and hosted on G2.com.,4.5
"Jan 18, 2017",I performed searches for entry level positions in a call center environment.Review collected by and hosted on G2.com.,"The ease of use, the simple user interface, and the ability to contact up to 50 applicants at one time.Review collected by and hosted on G2.com.","Filtering is basic, but unobtrusive. Also, had some bugs initially with resume search but they were quickly remedied.Review collected by and hosted on G2.com.",4.5
"Feb 15, 2017",Seek candidates for different areas within short time frame.Review collected by and hosted on G2.com.,"Finding candidates, posting jobs and being to navigateReview collected by and hosted on G2.com.",resumes not updated or removed from system after a certain period.Review collected by and hosted on G2.com.,4
"Jan 18, 2017",One of my go-to resources for finding great candidates.Review collected by and hosted on G2.com.,"Easy to use, easy to search interface. Intuitive and clean layout. More accurate than most resume databases.Review collected by and hosted on G2.com.",Highly recommended to all hiring and staffing managers.Review collected by and hosted on G2.com.,5
"Jan 26, 2017","I am a recruiter and I search for candidates of various kinds from hourly workers to managers via indeed. In my experience Indeed is better if you are looking for candidates till mid-management range. Also, the process is time consuming as you do not have immediate access to candidate contact information.Review collected by and hosted on G2.com.",vast pool of candidates - Indeed typical yields more candidates than other search engines of similar kindReview collected by and hosted on G2.com.,2) not all profiles have enough informationReview collected by and hosted on G2.com.,4
"Jan 18, 2017",I have used Indeed to advertise available positions within our company.Review collected by and hosted on G2.com.,Its great that I can advertise at no cost and gain results.Review collected by and hosted on G2.com.,That reviews for other companies with the same name in different countries are linked to us.Review collected by and hosted on G2.com.,3.5
"Feb 02, 2017",We have hired many people who found our postings through indeed. Increased our talent pool.Review collected by and hosted on G2.com.,Very good at scraping from many sites. Most people know of it.Review collected by and hosted on G2.com.,Sometimes the salary info is misleading.Review collected by and hosted on G2.com.,5
"Apr 10, 2023",Ease of use and simple heuristic,Has a far wider reach for job posts and is able to generate views/clicksReview collected by and hosted on G2.com.,Job posting and inviting applications for recruitment purposeReview collected by and hosted on G2.com.,4.5
"Aug 14, 2022","It's very easy and fast to use and on other Job search platforms it takes some time to load and also gives other position which is not related to what I searched for, But Indeed is not like that, Indeed gives all accurate job, and also I like the companies mentioned Salary for a Position in Indeed Jobs post.Review collected by and hosted on G2.com.","Nothing to dislike, only one thing I observed is the late response for applied jobs.Review collected by and hosted on G2.com.","Indeed helped me to prepare for my interviews by providing multiple answers to any interview questions which I can choose any easy answer, and also indeed helps me handle any situation in the IT field by providing blogs on indeed.Review collected by and hosted on G2.com.",4.5
"Aug 17, 2022","The best thing I have experienced using this platform is that it provides me with a good number of applicants for my job post and gives me suitable profiles. Here, we can easily interview the candidates and take assessments using the dashboard. Also, there are lots of options and filters to source the best talent from its database. It has multiple tracking features to maintain and organize the whole interview process. The customer service team is also effective.Review collected by and hosted on G2.com.","It has must be some feature by which the downloaded resumes should upload to the third-party ATS without any manual operation. Also, the contact information of the applicants must be provided in the resumes to connect with them directly instead of the indeed mail ids.Review collected by and hosted on G2.com.","This platform has helped us to source the candidates and now even organize the online interviews. Using this platform, now we can connect to the candidates over video conference and have interviews. Also, it helps in managing the whole interview process using its automated features from sourcing to onboarding. It is the best companion for the recruters.Review collected by and hosted on G2.com.",4
"Jul 22, 2022",The best hiring tool in the market to cater to your Daily resume needs to help you in finding the right candidates. Indeed's market reach is very vast which works as a charm when it comes to resume databases.Review collected by and hosted on G2.com.,"In the end, one needs to keep a check on their pockets too. Their pricing makes it difficult to use software for most of the small-medium firms. Despite great results acheived but it hard on the budget!Review collected by and hosted on G2.com.",It has been a very useful tool for recruitment and sourcing candidates becomes an easy job due to its market presence. Job Posting helps you find the candidates who are in the market and are interested in knowing more about the job you have.Review collected by and hosted on G2.com.,4.5
"Aug 01, 2022","It helps a lot in setting up the candidate database according to the user's requirements. Also, we can save the resumes and can use them whenever required. Also, it has various filters to sort the search results in a more organized way and filter out the best candidates according to the keywords or boolean. We can post jobs as well and put the external links to the company website or can also accept applications directly from the platform.Review collected by and hosted on G2.com.","It does not provide the exact contact details of the candidates which results in a delay in responses from the applicants and sometimes even the active job closes due to this issue. Also, the database does not have top experience level candidates with good skills.Review collected by and hosted on G2.com.","I am basically using this tool to hire and recruit our clients. Our organization is using this platform for a long time. My team has gained a lot of help using this platform. Overall, it is a perfect choice for recuiters.Review collected by and hosted on G2.com.",4
"Dec 20, 2022",Our Account rep is very helpful and always there when we need assistanceReview collected by and hosted on G2.com.,"We had some hiccups in the beginning, but our account rep has fixed everything.Review collected by and hosted on G2.com.",We don't have any issues at this time.Review collected by and hosted on G2.com.,5
"Jul 20, 2022","Indeed is very efficient. We're hiring across NY for specific and immediate construction positions, and Indeed is streamlining the process for us. Before, we were using social media and getting too many unqualified applicants.Review collected by and hosted on G2.com.","Analytic reports are not as customizable as I would prefer. I was not able to generate a full picture of our success through Indeed's report generator. We need the capability to generate reports that compare the totals for all applicants, hires and ad runtimes across the company.Review collected by and hosted on G2.com.","Hiring is tough, especially when you're searching across NY for specific workers for immediate positions. Before Indeed, it felt like we were searching for a needle in a haystack.Review collected by and hosted on G2.com.",5
"Dec 23, 2022",Indeed Hiring is a great platform to post jobs and find resumes. This is an excellent tool for hiring candidates across APAC. This enables recruiters to perform talent assessments for candidates to filter better results.Review collected by and hosted on G2.com.,There is nothing in specific which i would dislike.Review collected by and hosted on G2.com.,"This really helped in posting free jobs, creating & adding assessments for candidates and sharing communication for the following processes.Review collected by and hosted on G2.com.",5
"Jul 05, 2022","The thing I like most is its filtering questions and assessments for the applicants to make that large queue a little smaller. We can find the best quality talent here for both technical and non-technical profiles. From the scheduling of the interview until the onboarding, all the processes are being taken care of by Indeed. We can message directly t the candidates using the inbuilt messaging tool.Review collected by and hosted on G2.com.","According to me, the pricing does not meet the quality they are providing. Whether the quality of job postings and data needs to improve or the pricing needs to go down. Apart from that, they do not provide any direct contact details of the candidates so we can connect them directly. Due to this, it consumes a lot of time connecting with the potential candidate.Review collected by and hosted on G2.com.","This platform has helped me a lot, especially in my hard times when it was kind of difficult for me to search the candidates for various active job openings. But, after using this platform I have saved a lot of time in searching and fulfilling job vacancies. The powerful features and pretty UI are plus points of this portal. This is a recommended choice for the recruiters.Review collected by and hosted on G2.com.",4
"Oct 17, 2022",The Indeed platform is popular with applicants and seems to result in a robust response from potential applicants.Review collected by and hosted on G2.com.,"Over the years, the platform has become increasingly more difficult to navigate.Review collected by and hosted on G2.com.","As our business has continued to grow, we are looking for candidates with the required experience, background, and talents. Indeed has helped us to identify solid prospects.Review collected by and hosted on G2.com.",3.5
"Jun 23, 2022","The setting up of this platform is very simple and convenient over the web and phone. It has multiple search options using keywords, boolean search, and advanced search options. It has a good database having good quality candidates for both technical and non-technical profiles. Here, the organization of the applicants for the interview process is very handy till the onboarding. We can also take pre-assessment and video interviews over the platform.Review collected by and hosted on G2.com.",The thing that I need to be improved in their algorithm and AI system is the keyword search and selection for different job profiles. It can make the result much irrelevant if any one keyword is different. The pricing for the subscription plans is high and needs to be considered especially for the small enterprises.Review collected by and hosted on G2.com.,"Indeed Hiring Platform is helping me a lot in successfully closing the open position and job postings. It makes my work a little easier with its dashboard tools which are merely perfect for recruitment purposes. Overall, a good product but still has a little room for improvement.Review collected by and hosted on G2.com.",4
"Jun 16, 2022","Here, we can sponsor the jobs and events to get more engagement from the audience to speread the word of mouth more wider. The hashtags related to job profiles are very effective and gives good response ans reach. Sourcing candidates is much easier using its keyword and advanced boolean search features. The filters are good and provides relevant results.Review collected by and hosted on G2.com.",They allow to communicate with the indeed mail domain where most candidates does not even check the mails. They should provide the correct contact details of candidates to save time and efforts of the recruiters. This platform needs to be more user friendly.Review collected by and hosted on G2.com.,It is helping me to fulfilling and performing the recruitment goals with strategic planning using its outstanding tools. It helps me to allow filtering of the candidates using its pre-assessment and screening tools using the video interview and virtual testing rounds. I can also connect easily with the candidate until the onboarding process.Review collected by and hosted on G2.com.,3.5
"Jun 06, 2022","Here, the filters are working more efficiently and perfectly as they provide more relevant results using the keyword and boolean expressions altogether. Also, the candidate database is updated and has all the profile information about the candidates. Also, we can schedule the interview for the candidates directly from the dashboard. Also, can connect with candidates using the inbuilt communication methods and tools.Review collected by and hosted on G2.com.","There are no contact details of the candidates. Even the mail id is also provided by indeed using their own domain. Recruiters are not able to connect until the candidate's respond. Also, there are lots of fake profiles and the quality of non-technical recruitment is not up to the mark.Review collected by and hosted on G2.com.","We are using multiple platforms for hiring and Indeed is one of them. It is an amazing platform for sourcing and recruiting the right talent for the right position. Also, the quality of candidates is good and it helps us to close the urgent positions within the deadline. Overall, a good recruiting tool for recruitment organization and a helping hand for recruiters.Review collected by and hosted on G2.com.",4
"Jun 01, 2022","It has a mind-blowing database that has amazing candidates for IT and non-IT profiles. Almost, all the common and rare profiles are available here with all skills. We can source the candidates using the boolean search and keyword search from their database. We can also post the jobs to connect with the candidates directly and also access their profiles and activity with time tracking. We can also take the assessment and video interviews of candidates using the portal. The UI and dashboard are simple and easy to operate.Review collected by and hosted on G2.com.","They do not provide the contact details of the candidates. We can connect with candidates using the inbuilt mailing or chatting method. Also, there must be some more filters to provide the more relevant results according to the job description.Review collected by and hosted on G2.com.","It has helped us a lot especially in IT recruitment. The candidates are mostly amazing and have almost all kinds of skills required by the recruiters. It has made the life of recruiters easy and handy. It is a good platform as compared to its alternative but still has some room for improvement. Overall, good experience with smooth fucntioning.Review collected by and hosted on G2.com.",4
"Dec 23, 2022",Fairly easy to use.  Does reach a lot of people.Review collected by and hosted on G2.com.,Sometimes a little hard to tell if the same people are applying over and over again.  You have to do a little search to find out.Review collected by and hosted on G2.com.,We've been able to hire some good people through this platform.Review collected by and hosted on G2.com.,5
"May 06, 2022",The easiest hiring platform to use! Received multiple resumes from qualified applicants right away and was able to hire someone from there within the first week!Review collected by and hosted on G2.com.,"The only negative was that I received so many applications, that it was hard to keep up with. But, that is a good problem to have, overall! Other than that, no issues at all.Review collected by and hosted on G2.com.","I received so many qualified applications! I was able to interview and hire the first week, saving me a ton of time and energy. Now I can focus on training and not advertising and interviewing.Review collected by and hosted on G2.com.",5
"May 23, 2022","Indeed has a very simple interface that is very easy to use and operate. Here, we can easily post the jobs and record the responses and download the resumes directly. The database is updated and growing every day. It is very good for hiring in development profiles. Most of the profiles are genuine and up-to-date. We can connect with the candidates using the inmail feature which is inbuilt into its dashboard. The search algorithm provides the much relevant results. Also, we can arrange the interview online and take assessments for pre-screening rounds to shortlist the candidates.Review collected by and hosted on G2.com.",The resumes do not provide any information about the candidate and have mentioned with indeed mail id which is not for any kind of communication. The subscription plans are a little expensive and there must be some more flexibility in the pricing.Review collected by and hosted on G2.com.,"Mainly, I am using Indeed for the hiring of my organization and clients. It allows me to source the candidates easily with the required skills and JD. The candidates are good and skilled. The database is huge and I can find almost every kind of profile in it. It is a good addition to our organization and helps us to close the positions quickly with the right candidate for the job profile.Review collected by and hosted on G2.com.",4.5
"May 13, 2022","Indeed Hiring Platform has speedily hiring capabilities, We can quickly and easily find the best talent for our clients open positions. And with automated screening and interview scheduling, we can be sure that we are getting the most out of the hiring process. Interviewer experiences make it easy to find the best candidates for business needs.Review collected by and hosted on G2.com.","It is easy to schedule interviews and collect feedback from interviewers, so We can make the best hiring decisions for our company. With Indeed Hiring Platform, you can speed up the hiring process with automation.Review collected by and hosted on G2.com.","The Indeed Hiring Platform is a revolutionary way to streamline our hiring process and save time. With powerful automation tools, We can engage talent faster and more efficiently than ever before. On this platform, we can easily screen candidates, schedule interviews, and make hiring decisions with confidence. And because our consultancy is committed to providing the best possible experience for employers, We can be sure to make the right choice when we use the Indeed Hiring Platform.Review collected by and hosted on G2.com.",5
"Jun 02, 2022",The best part about indeed is you can use this platform for every hiring need starting form posting your job vacancy to sending assessment test to scheduling final round of imterviewsReview collected by and hosted on G2.com.,"The features are very good just one thing i would like indeed to add on their platform that is more assessment test , personality test as to help the employers finding the suitable fit.Review collected by and hosted on G2.com.","By using indeed hiring platform , i am able to close my vacancy within 5- 6 days. It helps me to quickly fill up the urgent vacancies as well and the applicants are also relevantReview collected by and hosted on G2.com.",5
"Oct 31, 2022",Easy to use.,"I got my first job via this platform n today marking the anniversary, I am happy to review the product.Review collected by and hosted on G2.com.","Though I am not a user at the moment, but whenever a job seeker needs a job with n number of filter, they can hop on.Review collected by and hosted on G2.com.",4
"Oct 21, 2022",We can use response anytime and send them directly mail to candidates. It's filters are amazing.  Candidate database are awesome. I just love to use indeed.Review collected by and hosted on G2.com.,"Nothing, it's just perfect. User-friendly best recruitment app.Review collected by and hosted on G2.com.","As I'm RECRUITER so indeed helps me a lot to find candidates, i can save response for later, send mails to selected candidates. It's filters are quite good to find diversity candidate.Review collected by and hosted on G2.com.",5
"Feb 13, 2023",Integration indeed platform with the fresh team is helpful and makes the hiring process easy.Review collected by and hosted on G2.com.,"Few candidates use indeed in India, so that a better reach will be helpful.Review collected by and hosted on G2.com.",It's easy to post for job openings and hire new candidates.Review collected by and hosted on G2.com.,4
"Feb 04, 2022",It is a popular site for job applicants and others.Review collected by and hosted on G2.com.,"Our organization set up a Company Profile on Indeed.com to give our company better visibility to prospective job applicants.  We worked very hard to achieve a 5-star rating on the 'Reviews' section of our Company Profile, which has been listed for several years now.  Recently, a completely separate organization created an additional Company Profile on Indeed.com and used the exact same name as our Company, but did not include any differentiating info (such as a logo, address, phone#, Tax ID#, etc).  This other organization obtained two negative reviews on their profile.  I brought this situation to the attention of several representatives at Indeed.com and asked them for assistance in differentiating our Profile (with a 5-star review average) from the other Profile of the same name (with a 1-star review average).  Do you know what Indeed did next?  They decided to MERGE the two profiles together, effectively forcing us to inherit 2 negative reviews that did not belong to us.  I called and wrote Indeed several times to protest this egregious move and they flat out refuse to fix it even though they have acknowledged that the other Profile is/was not related to our Profile in any way, shape, or form.  Now, they have irreparably tarnished our organization's online reputation by forcing our Review average to plummet, due to the addition of these invalid reviews.   Employers, beware of doing business with this organization!Review collected by and hosted on G2.com.","None.  They are helping to create problems, however and not take responsibility for them.Review collected by and hosted on G2.com.",0
"Dec 01, 2022",I like that candidates respond quickly to ads and that we can invite people to apply.Review collected by and hosted on G2.com.,Resume searching costs per resume and the fee structure for employers is a bit complicated to understand.Review collected by and hosted on G2.com.,We are able to hire quicklyReview collected by and hosted on G2.com.,5
"Sep 02, 2022",Get a lot of applicants applying for open positionsReview collected by and hosted on G2.com.,They are costly. Charge per click and per application. With a more significant business that gets to be very expensiveReview collected by and hosted on G2.com.,Can reach more applicants than I can on my own.Review collected by and hosted on G2.com.,4.5
"Aug 16, 2018","Helps find jobs, network in your field, and reach new corrections and opportunities.Review collected by and hosted on G2.com.",All in one place access to employers and likeminded people.Review collected by and hosted on G2.com.,Nothing comes to mind. It's user friendly.Review collected by and hosted on G2.com.,5
"Jul 12, 2018",I used Indeed to find my job and to get my resumes out when I moved.Review collected by and hosted on G2.com.,Indeed is user friendly and has a wealth of resources and information.Review collected by and hosted on G2.com.,It’s a great platform to get hired.Review collected by and hosted on G2.com.,5
"May 14, 2018",We were looking to hire more customer service specialists.Review collected by and hosted on G2.com.,Pre-screening questions to determine whether a candidate is qualified before calling for an interview.Review collected by and hosted on G2.com.,Look at other options to see what will best fit your business needs. There are a lot of lesser-qualified candidates on Indeed.Review collected by and hosted on G2.com.,4
"Jul 06, 2018","Indeed helped me with posting two jobs for our company, one for warehouse and one for maintenance.Review collected by and hosted on G2.com.",The job posting site is very user friendly and the response it seamless.Review collected by and hosted on G2.com.,I highly recommend Indeed for your job posting needs.Review collected by and hosted on G2.com.,5
"Dec 29, 2017",I think for some people this works but for hiring high end sales folks it just doesn't have that umph you need.  For low level Inside sales jobs it's a great tool.Review collected by and hosted on G2.com.,I like that you can quickly post and re-post your jobs.  It does it for you and it also saves jobs as templates so you can easily duplicate the posting in other cities.Review collected by and hosted on G2.com.,Please note the skill hunting is not an automated process.  You have to pick the candidates you are after.Review collected by and hosted on G2.com.,3
"Dec 19, 2017",Advertising open positions at our several warehouses and our corporate office.Review collected by and hosted on G2.com.,"No frills. Indeed skips fancy functionality of other advertisers, but they still get the job done. This is a simple, efficient way to advertise for our company.Review collected by and hosted on G2.com.","Caution if you have 20+ roles to fill. Managing them within Indeed would get very cumbersome. Also, understand the populations that are using Indeed to find a job.Review collected by and hosted on G2.com.",4
"Jun 12, 2018",Great professional company employment jobsite for everyone! Awesome interface layout with ease for active search of employment.Review collected by and hosted on G2.com.,User interface workflow are great! The job filters are awesome and really pinpoint with acuracy for jobs plus desscription!Review collected by and hosted on G2.com.,Joining is a must! Great service for the employment process.Review collected by and hosted on G2.com.,5
"Mar 08, 2018",I use indeed to staff my stores and it has been a great help with allowing me to review and select potential candidates.Review collected by and hosted on G2.com.,I like that it’s more user friendly than Craigslist and more professional and that includes company reviews so you get the right candidate.Review collected by and hosted on G2.com.,I disjlike the fact in order to use indeed to its full potential you have to pay for the service and “sponsor” it.Review collected by and hosted on G2.com.,4
"Dec 28, 2017",Posting and searching for jobs became much easier through Indeed. The site itself is so streamlined and easy to use.Review collected by and hosted on G2.com.,"How intuitive it is and how easy it is to use. Even if the search parameters are wide, it can still find anything I am searching for. Also, the suggestions from the search and even backlogs of previous searches proved to be handy.Review collected by and hosted on G2.com.","I highly recommend this brand. Whether searching or posting jobs, Indeed makes a difficult process quite a bit easier.Review collected by and hosted on G2.com.",4.5
"Jun 27, 2018","Sent too many emails, need more options for search criteriaReview collected by and hosted on G2.com.",The long list of options available and searching the area for jobs. That was helpful!Review collected by and hosted on G2.com.,Sends too many emails about job updates that are unnecessaryReview collected by and hosted on G2.com.,3.5
"Jul 07, 2018",When I help recruit people for my companyReview collected by and hosted on G2.com.,The ability to quickly go through submitted resumesReview collected by and hosted on G2.com.,Not too many professionals use Indeed for uploading resumesReview collected by and hosted on G2.com.,4.5
"Jan 19, 2018","Indeed is a easy, low cost way to search resumes and post job openings around the country.Review collected by and hosted on G2.com.","It is very quick to post a job, and there are lots of online resumes posted to look through for a candidate.Review collected by and hosted on G2.com.","A $1 fee to contact each person who has posted their resume is reasonable, but it would be nice to have a free feature.Review collected by and hosted on G2.com.",4.5
"Oct 25, 2017",We needed to hire a new warehouse sales desk employee and we used their free job posting site to get resumes. We found one we liked and hired them as a result of that job posting.Review collected by and hosted on G2.com.,I liked the fact that once we hired someone we were able to pause the job posting so that we weren't getting more resumes when we didn't need them. This allowed us to keep the job posting in case we needed to use the same ad in the future. It was also very easy to set up and get going.Review collected by and hosted on G2.com.,Make sure you have a good ad to post. Make it detailed to exactly what the position entails.Review collected by and hosted on G2.com.,5
"Dec 21, 2017","Indeed provides both employers and recruiting/staffing firms a robust framework of candidate search capabilities that allow us to find and filter down targeted candidates to match our open positions.   With being one of the top job boards/aggregators on the internet, we are able to see metrics, post our jobs and search resumes of both passive and active candidatesReview collected by and hosted on G2.com.",Selection of candidates  and ease of searching them/posting jobsReview collected by and hosted on G2.com.,"Not just having the ability to post jobs without doing a PPC campaign.     Indeed does not allow recruiting/staffing firms jobs to be posted in their organic search (main search) only PPC, so feel that it is not fair to us and only given advantage to employers.Review collected by and hosted on G2.com.",4.5
"Apr 12, 2018",Indeed helps us with our recruiting efforts on a day to day basisReview collected by and hosted on G2.com.,The simplicity of Indeed is definitely one of it's greatest featueresReview collected by and hosted on G2.com.,"We dislike that sometimes Indeed will run dry, (candidate wise) and we aren't sure what to do next for recruiting.Review collected by and hosted on G2.com.",5
"Dec 20, 2017",Helping find qualified job applicants and to test job market for particular skill setsReview collected by and hosted on G2.com.,Brings a lot of candidates quickly and is easy to use.Review collected by and hosted on G2.com.,"you need to be very specific on your job posts, put as many filters as you can and understand you will get a lot of worthless candidates.Review collected by and hosted on G2.com.",4.5
"Aug 04, 2017",We have used Indeed to both search for resumes and post open positions in multiple states and across various job categories.  Our success ratio with Indeed has been mixed.Review collected by and hosted on G2.com.,"As an HR department of one, the ease of posting, pausing, updating, and managing an ad is a huge plus as well as the ability to use the system to track and log applicants.  However the biggest benefit is the knowledge that, when hiring managers post to Indeed directly, resumes are being logged and tracked by the system as a default.Review collected by and hosted on G2.com.",We have had great success with Indeed in some markets and not as good of success in others.  We are fairly new users of Indeed but have had relative success so far.  The only caution is that the cost for sponsored postings can be deceptive as the clicks can quickly add up resulting in posting through Indeed exceeding the costs of posting via more traditional sources.Review collected by and hosted on G2.com.,3.5
"Oct 18, 2017",We use indeed to help recruit for new hires.Review collected by and hosted on G2.com.,The ability to say whether you are interested in the candidate and push them through the hiring process.Review collected by and hosted on G2.com.,"You can create an account for free. But, once you sponsor a post and give them your credit card, you will never be able to post for free again. You will always have to sponsor your listings.Review collected by and hosted on G2.com.",4
"Oct 19, 2017",We utilize Indeed to post all of our job openings.  We also used Indeed Sponsored jobs on a monthly bases and have a sourcing team that heavily utilizes the resume database.Review collected by and hosted on G2.com.,I like the simplicity and that it is easy to use.  It is one of the top sources of hire for us.Review collected by and hosted on G2.com.,I would recommend them simply because they are the largest/#1 job board and have a pretty extensive resume database.Review collected by and hosted on G2.com.,3
"Oct 30, 2017",Indeed utilized as a jobs Baird and resume search for Comcast.Review collected by and hosted on G2.com.,The ease of contacting candidates. It allows you to quickly view a snapshot without having to view each resume in its entirety to effectively email blast.Review collected by and hosted on G2.com.,"It would be fantastic to have a way to export candidate lists of who you've contacted, alternatively it would be great to filter out who you have already viewed and contacted so they are not showing in search results.Review collected by and hosted on G2.com.",2.5
